,Age,Community_Building,Country,Gender,Marital_Status,Opinions_on_Censorship,Web_Ordering,Years_on_Internet,Major_Occupation
8177,8,3,33,1,5,0,1,4,Education
8178,44,1,59,1,5,3,2,1,Computer
8179,18,1,105,1,1,3,2,2,Professional
8180,41,0,86,0,1,3,1,0,Education
8181,14,0,80,0,1,0,2,1,Education
8182,44,3,73,1,0,0,2,3,Management
8183,45,3,59,1,5,2,2,0,Computer
8184,23,3,16,1,0,0,2,3,Computer
8185,20,2,123,1,5,0,2,3,Computer
8186,23,1,101,1,1,0,2,2,Management
8187,13,3,36,1,5,3,2,0,Other
8188,9,0,113,0,5,3,1,4,Education
8189,47,1,74,1,1,0,1,4,Other
8190,12,0,118,0,3,3,1,2,Computer
8191,38,3,71,1,5,2,2,2,Computer
8192,5,1,85,1,5,1,1,4,Education
8193,33,0,118,1,1,3,1,0,Education
8194,32,3,123,0,1,2,2,0,Other
8195,20,3,3,1,1,1,2,3,Computer
8196,29,1,41,1,5,2,2,2,Professional
8197,46,1,123,1,1,2,2,2,Other
8198,12,0,102,1,5,1,1,0,Education
8199,76,1,119,1,1,2,2,2,Other
8200,44,0,21,1,1,3,1,4,Other
8201,33,3,76,0,1,0,2,3,Computer
8202,53,3,123,1,4,0,2,2,Professional
8203,26,3,76,0,1,2,2,0,Other
8204,76,3,64,1,5,0,2,4,Other
8205,31,3,75,1,1,0,2,3,Computer
8206,27,1,124,1,1,0,2,3,Computer
8207,45,0,122,0,1,0,2,0,Management
8208,17,3,98,0,3,3,2,1,Professional
8209,64,0,31,1,1,0,1,0,Other
8210,34,0,113,1,5,3,2,2,Other
8211,29,3,1,1,1,0,2,0,Other
8212,61,1,16,1,1,3,2,0,Professional
8213,3,0,119,1,5,2,1,4,Education
8214,13,1,74,0,5,1,1,1,Education
8215,58,0,40,1,1,0,1,4,Management
8216,31,1,43,0,1,3,2,0,Other
8217,15,3,118,1,5,1,2,1,Computer
8218,14,1,16,1,1,2,2,1,Education
8219,35,1,14,1,0,0,1,2,Management
8220,76,1,16,1,2,3,2,0,Professional
8221,22,3,76,0,5,0,2,4,Other
8222,13,3,114,1,5,3,2,0,Computer
8223,3,0,122,0,5,3,1,4,Education
8224,62,1,55,1,5,0,2,4,Other
8225,8,3,9,0,5,0,1,2,Education
8226,18,1,61,1,0,0,2,0,Computer
8227,41,3,16,0,1,0,2,0,Education
8228,26,3,80,1,5,0,1,2,Other
8229,26,3,50,1,0,0,2,1,Computer
8230,23,0,92,1,5,2,2,2,Professional
8231,13,3,62,1,5,1,1,1,Education
8232,14,3,118,0,3,3,1,0,Computer
8233,33,3,16,0,1,0,2,3,Computer
8234,36,0,33,0,1,3,2,0,Other
8235,35,3,80,1,1,0,2,1,Computer
8236,27,2,61,0,1,0,2,1,Education
8237,16,3,31,0,1,2,2,0,Education
8238,43,3,52,0,3,2,2,4,Other
8239,18,1,88,1,3,3,2,0,Management
8240,17,0,61,1,5,0,2,1,Computer
8241,33,0,41,1,5,0,2,1,Computer
8242,24,3,76,0,5,1,2,0,Management
8243,44,1,123,0,1,1,2,3,Computer
8244,11,3,60,0,3,0,1,2,Other
8245,28,3,34,0,1,2,1,0,Professional
8246,40,3,2,1,3,2,2,3,Computer
8247,76,1,64,1,2,1,1,0,Education
8248,42,0,1,0,0,0,2,4,Management
8249,20,3,92,0,1,2,1,4,Other
8250,30,3,61,0,5,1,2,1,Computer
8251,10,3,113,1,5,3,1,0,Education
8252,41,0,26,1,1,3,2,0,Professional
8253,30,0,16,0,1,3,2,2,Other
8254,18,1,33,1,1,2,2,0,Other
8255,39,3,1,0,1,3,2,4,Management
8256,24,1,31,0,5,0,2,2,Professional
8257,14,3,6,1,5,3,1,0,Education
8258,14,0,1,0,0,0,1,4,Education
8259,22,1,16,0,5,3,2,1,Professional
8260,54,0,6,0,0,3,2,4,Other
8261,32,3,62,0,5,0,2,2,Professional
8262,34,1,83,1,3,0,2,1,Education
8263,33,3,33,0,3,2,1,4,Other
8264,31,1,61,1,0,3,2,3,Computer
8265,18,0,6,0,5,3,2,0,Computer
8266,30,3,41,0,1,1,2,0,Management
8267,23,0,92,1,1,3,2,2,Professional
8268,36,3,114,1,0,0,2,2,Computer
8269,44,0,6,0,1,0,1,2,Other
8270,13,3,122,0,1,3,2,4,Management
8271,11,0,9,0,5,3,1,2,Education
8272,50,3,122,0,6,3,2,2,Other
8273,20,3,114,1,1,0,2,0,Computer
8274,22,1,118,1,3,0,1,1,Computer
8275,47,3,124,0,3,0,2,1,Professional
8276,25,3,75,1,1,0,2,1,Professional
8277,10,1,60,1,5,0,2,1,Education
8278,48,0,16,0,0,0,2,0,Computer
8279,34,1,3,0,1,1,2,0,Other
8280,8,0,77,1,5,2,1,0,Education
8281,34,3,105,0,1,0,2,0,Education
8282,41,3,74,1,1,0,2,3,Computer
8283,17,1,52,0,5,0,1,0,Education
8284,24,3,69,1,5,1,2,0,Professional
8285,20,0,88,1,5,1,2,0,Management
8286,28,3,86,0,1,0,2,0,Computer
8287,23,0,22,1,1,0,2,0,Management
8288,31,2,16,1,1,0,2,1,Professional
8289,56,0,61,1,2,0,1,4,Education
8290,17,3,88,1,5,3,2,1,Computer
8291,26,3,16,1,5,0,1,4,Other
8292,37,3,92,1,1,3,1,2,Other
8293,50,1,92,1,1,3,2,2,Other
8294,20,3,33,1,1,0,2,0,Professional
8295,42,0,76,0,5,1,2,0,Other
8296,25,3,33,1,0,3,2,0,Professional
8297,16,3,9,0,2,0,2,3,Computer
8298,35,3,122,1,1,1,2,4,Other
8299,11,0,118,1,5,3,1,0,Education
8300,76,3,52,1,2,0,2,4,Professional
8301,21,0,16,1,3,0,2,2,Management
8302,17,1,88,0,3,3,2,0,Other
8303,22,3,16,0,5,0,2,0,Professional
8304,18,3,92,1,5,3,2,1,Professional
8305,26,3,92,0,1,0,2,2,Professional
8306,44,3,61,1,1,0,2,1,Professional
8307,35,3,76,0,1,0,2,0,Other
8308,27,3,118,1,1,1,2,0,Professional
8309,13,0,74,1,5,0,1,0,Professional
8310,19,3,20,1,5,0,2,0,Professional
8311,11,0,33,0,5,2,1,4,Education
8312,25,1,31,1,5,1,2,4,Management
8313,59,0,55,1,1,0,1,4,Management
8314,30,1,85,1,5,3,2,2,Other
8315,9,0,16,1,5,0,1,3,Education
8316,24,0,30,1,1,1,2,0,Management
8317,46,3,80,1,1,1,2,2,Management
8318,11,1,16,1,5,0,2,0,Education
8319,48,3,88,1,1,0,2,0,Management
8320,56,3,7,0,5,0,1,2,Other
8321,13,3,92,1,5,3,2,1,Computer
8322,15,0,33,0,3,0,2,1,Other
8323,62,1,31,0,1,3,1,2,Other
8324,29,1,51,0,2,0,2,0,Computer
8325,46,0,63,0,1,0,2,0,Professional
8326,18,3,41,0,1,1,2,1,Professional
8327,41,3,63,0,1,0,1,4,Other
8328,37,3,51,1,1,0,1,4,Professional
8329,63,1,21,0,1,0,1,2,Other
8330,7,0,76,1,5,1,1,0,Education
8331,12,0,123,0,5,2,2,1,Education
8332,15,3,85,1,1,3,1,0,Education
8333,13,3,105,0,1,0,2,0,Professional
8334,12,1,122,1,3,0,2,1,Education
8335,21,0,127,1,5,2,2,2,Professional
8336,50,0,31,1,1,3,2,4,Other
8337,47,1,111,1,1,3,1,4,Professional
8338,40,0,31,1,0,0,1,4,Other
8339,13,3,9,1,5,0,2,1,Computer
8340,5,0,43,1,5,0,1,4,Education
8341,8,3,92,1,5,3,1,1,Education
8342,41,3,123,0,6,2,1,4,Professional
8343,32,1,89,0,1,2,2,0,Management
8344,16,3,104,1,3,0,2,1,Computer
8345,24,3,59,1,1,0,2,0,Other
8346,17,3,59,1,5,0,2,3,Computer
8347,29,3,113,1,1,0,2,2,Professional
8348,17,0,123,0,1,3,1,4,Professional
8349,20,0,114,1,3,1,2,2,Computer
8350,23,1,114,0,1,3,2,0,Computer
8351,76,0,85,0,1,2,2,4,Computer
8352,76,3,85,0,0,0,2,4,Computer
8353,11,3,14,1,5,0,2,1,Computer
8354,27,1,123,1,0,1,2,2,Other
8355,14,0,56,1,5,1,2,0,Education
8356,25,3,11,1,1,1,2,1,Computer
8357,34,1,92,0,1,2,1,2,Other
8358,6,1,74,0,5,0,2,0,Education
8359,11,3,69,1,5,1,2,1,Education
8360,24,0,90,0,1,2,2,4,Other
8361,55,0,31,0,1,0,1,2,Other
8362,42,0,88,1,1,0,2,0,Computer
8363,20,0,62,0,5,0,1,4,Other
8364,26,3,114,1,5,0,2,4,Professional
8365,14,1,80,1,5,3,2,1,Professional
8366,22,3,41,1,1,0,1,0,Computer
8367,72,2,114,1,0,0,1,2,Other
8368,44,1,114,1,1,3,2,1,Management
8369,6,0,86,0,5,1,1,4,Education
8370,31,3,76,1,4,0,1,4,Other
8371,29,2,113,1,4,0,2,0,Education
8372,51,0,31,1,0,0,1,4,Professional
8373,26,1,43,0,0,0,2,0,Professional
8374,43,0,6,1,1,2,2,2,Other
8375,40,3,76,0,4,2,2,2,Other
8376,17,3,21,1,3,0,2,0,Computer
8377,27,3,16,0,1,0,2,1,Management
8378,7,0,119,1,5,0,1,0,Education
8379,26,3,16,1,3,1,2,0,Management
8380,14,0,118,1,5,3,2,0,Other
8381,17,1,76,0,5,1,2,0,Computer
8382,12,3,16,1,5,1,2,0,Other
8383,20,3,124,0,5,0,2,0,Professional
8384,27,0,92,1,1,0,2,0,Other
8385,43,3,123,0,5,0,2,0,Education
8386,9,3,85,0,5,0,2,0,Education
8387,13,0,16,1,1,0,1,4,Professional
8388,9,3,10,1,5,1,1,0,Education
8389,38,3,92,1,1,3,2,0,Professional
8390,30,3,114,0,1,3,2,0,Computer
8391,17,3,41,0,1,0,2,2,Professional
8392,19,0,9,1,3,1,2,0,Education
8393,8,1,33,1,5,0,1,4,Other
8394,8,0,114,0,5,2,1,0,Education
8395,8,0,9,0,5,0,1,2,Education
8396,6,1,3,1,5,0,2,0,Education
8397,21,1,114,1,5,3,2,1,Computer
8398,58,0,31,0,1,2,2,4,Other
8399,76,3,89,1,0,0,1,4,Other
8400,23,0,76,1,3,1,2,1,Computer
8401,24,0,80,1,1,3,1,0,Management
8402,33,1,25,0,3,0,2,2,Other
8403,30,0,85,1,1,0,2,0,Professional
8404,49,3,16,0,1,1,1,1,Professional
8405,76,3,31,0,2,0,2,3,Computer
8406,23,3,43,0,3,1,1,0,Education
8407,18,0,61,1,1,0,2,1,Professional
8408,28,0,33,0,1,0,1,4,Professional
8409,8,0,61,0,5,0,2,4,Education
8410,28,0,59,1,1,0,2,2,Management
8411,45,0,76,0,3,3,2,1,Professional
8412,24,0,123,1,4,1,2,1,Computer
8413,31,3,76,0,5,0,2,3,Professional
8414,33,3,20,0,1,0,2,0,Professional
8415,12,1,40,0,5,0,1,0,Professional
8416,23,0,31,0,3,2,1,2,Other
8417,25,3,62,0,1,0,1,4,Other
8418,46,1,122,0,2,0,2,0,Education
8419,17,1,88,0,3,2,1,0,Other
8420,25,3,119,1,1,3,2,3,Professional
8421,76,0,92,1,0,2,1,4,Management
8422,38,3,88,0,1,0,2,4,Management
8423,76,3,16,1,5,1,1,1,Education
8424,18,3,16,0,1,0,2,3,Computer
8425,52,0,59,1,1,2,1,3,Professional
8426,42,2,20,1,1,0,2,0,Education
8427,13,3,121,1,1,1,2,3,Computer
8428,26,0,31,0,5,1,1,0,Management
8429,33,0,59,1,1,0,2,0,Management
8430,11,3,118,0,5,2,2,4,Education
8431,36,1,41,1,1,1,2,1,Management
8432,28,1,16,1,1,3,2,0,Professional
8433,31,0,114,0,1,2,2,2,Other
8434,33,3,89,0,0,0,2,0,Computer
8435,39,3,85,0,0,2,2,4,Other
8436,39,3,33,0,1,0,2,1,Computer
8437,17,1,43,1,1,3,2,0,Education
8438,14,3,16,0,5,0,2,1,Computer
8439,30,0,16,0,3,3,1,4,Other
8440,36,3,76,0,1,1,2,0,Professional
8441,25,3,123,1,5,1,2,0,Other
8442,41,0,41,1,5,0,2,2,Other
8443,6,3,76,1,5,3,2,0,Education
8444,30,3,20,0,5,0,1,0,Professional
8445,28,2,64,1,0,0,2,0,Professional
8446,6,3,55,0,5,0,1,4,Education
8447,37,0,6,0,5,1,2,3,Professional
8448,28,1,114,1,1,0,2,1,Computer
8449,64,1,16,1,4,0,2,4,Other
8450,26,1,118,1,5,2,2,0,Computer
8451,15,0,76,1,1,0,2,1,Other
8452,49,0,92,0,1,0,1,4,Computer
8453,43,0,68,1,0,0,2,2,Computer
8454,35,1,21,1,1,1,2,0,Education
8455,21,3,85,1,5,2,2,1,Computer
8456,15,0,88,0,5,2,1,2,Education
8457,55,0,1,1,1,3,2,4,Other
8458,18,0,76,0,3,0,2,0,Professional
8459,29,3,89,0,1,0,2,1,Education
8460,11,1,85,0,5,0,1,0,Education
8461,12,3,21,0,5,1,1,1,Education
8462,13,1,14,0,5,0,1,0,Computer
8463,35,0,114,1,1,0,2,0,Management
8464,49,3,65,0,4,0,2,2,Other
8465,17,0,76,1,5,0,2,1,Other
8466,22,3,88,1,1,3,2,3,Management
8467,24,0,122,1,1,0,1,1,Professional
8468,68,0,80,1,1,1,1,2,Education
8469,21,1,11,1,1,1,1,0,Other
8470,38,3,6,1,5,0,2,0,Management
8471,21,3,113,0,5,0,2,2,Other
8472,17,3,16,1,5,1,2,0,Computer
8473,7,3,92,0,5,1,1,4,Education
8474,35,1,123,0,1,0,2,0,Other
8475,19,3,80,1,1,0,2,3,Computer
8476,50,0,6,1,1,0,1,4,Professional
8477,28,3,16,1,1,0,2,3,Computer
8478,27,0,16,1,5,0,2,0,Other
8479,34,3,51,1,1,0,2,0,Computer
8480,38,1,33,1,1,0,2,0,Professional
8481,14,3,98,1,5,0,2,0,Education
8482,10,3,43,0,5,0,1,0,Education
8483,11,1,60,0,3,0,2,1,Education
8484,33,3,16,0,1,0,2,0,Other
8485,76,0,16,1,1,0,2,4,Professional
8486,45,3,76,1,1,1,2,0,Professional
8487,38,1,41,1,1,3,2,0,Professional
8488,19,3,118,0,5,1,2,0,Management
8489,23,3,61,0,3,2,2,2,Other
8490,20,1,14,1,1,1,2,0,Professional
8491,24,3,60,0,2,1,2,0,Computer
8492,18,3,76,0,1,0,2,2,Other
8493,24,0,60,0,5,0,2,3,Computer
8494,67,3,16,1,1,2,2,2,Other
8495,31,3,20,1,1,0,2,1,Computer
8496,34,3,88,0,0,2,2,0,Professional
8497,25,0,108,0,1,0,2,0,Computer
8498,15,1,122,1,1,3,2,1,Computer
8499,13,0,119,1,5,3,1,0,Education
8500,13,2,31,1,1,0,2,0,Management
8501,8,0,85,1,5,0,2,4,Education
8502,23,1,113,1,0,1,2,2,Management
8503,33,0,43,0,1,2,2,4,Professional
8504,14,1,88,1,5,0,2,0,Computer
8505,16,1,31,0,1,2,1,4,Management
8506,22,3,92,0,5,0,2,0,Professional
8507,29,3,113,0,5,0,1,1,Education
8508,18,0,123,1,5,3,0,0,Computer
8509,15,1,76,1,5,1,2,1,Computer
8510,41,0,52,1,1,1,1,0,Professional
8511,54,0,59,1,1,3,2,0,Professional
8512,76,3,76,0,3,0,2,4,Other
8513,9,3,31,1,5,0,2,2,Education
8514,39,3,75,0,1,3,2,2,Other
8515,60,3,31,1,5,2,2,2,Other
8516,23,0,40,1,5,0,2,0,Education
8517,28,3,69,1,5,3,1,3,Computer
8518,8,2,31,0,3,0,1,2,Computer
8519,43,3,88,1,1,3,2,0,Professional
8520,24,0,76,1,3,1,1,0,Management
8521,21,3,92,0,1,2,2,2,Management
8522,14,1,62,1,5,0,2,2,Other
8523,24,3,64,0,1,0,2,3,Computer
8524,39,1,25,1,5,0,2,4,Other
8525,11,1,61,1,5,0,2,1,Computer
8526,42,1,85,1,1,3,1,4,Professional
8527,19,3,16,1,5,3,2,1,Management
8528,17,0,114,1,1,3,2,0,Management
8529,15,1,76,0,3,3,2,1,Education
8530,44,3,126,0,1,1,2,0,Education
8531,26,1,113,1,1,1,2,1,Computer
8532,31,3,2,0,3,1,2,3,Computer
8533,40,0,122,1,1,3,2,4,Management
8534,23,0,118,1,1,1,1,0,Education
8535,21,3,14,1,3,3,2,0,Education
8536,31,3,20,0,5,3,2,0,Other
8537,26,1,118,1,1,3,2,0,Computer
8538,15,3,60,0,3,0,2,0,Professional
8539,29,3,114,0,1,0,2,0,Computer
8540,76,0,123,0,5,0,1,0,Education
8541,18,3,95,0,5,3,2,2,Other
8542,27,0,59,1,5,2,2,1,Computer
8543,21,0,68,1,5,2,2,0,Professional
8544,37,0,64,0,5,2,2,0,Professional
8545,37,1,62,0,2,1,2,2,Computer
8546,26,3,122,0,1,0,1,0,Other
8547,20,3,64,1,3,2,2,2,Computer
8548,24,1,51,0,1,2,1,4,Education
8549,24,3,110,1,5,1,2,0,Professional
8550,31,0,114,0,0,0,1,4,Education
8551,27,0,31,0,0,0,1,2,Education
8552,44,1,16,1,1,0,2,0,Computer
8553,9,3,119,1,3,3,2,0,Education
8554,46,3,114,1,1,0,2,2,Other
8555,17,1,16,1,5,2,0,4,Education
8556,33,0,60,0,0,3,1,4,Other
8557,6,3,43,1,5,1,1,0,Education
8558,35,3,55,1,1,1,2,0,Professional
8559,35,3,41,1,5,3,1,4,Professional
8560,76,3,62,1,1,1,1,4,Computer
8561,36,1,103,1,1,1,2,1,Computer
8562,12,1,60,1,5,0,2,1,Education
8563,25,3,59,0,5,1,2,2,Professional
8564,8,0,16,0,5,1,1,4,Education
8565,4,3,92,0,5,0,2,2,Education
8566,47,1,114,0,0,3,1,0,Professional
8567,46,3,68,1,1,1,2,3,Management
8568,34,3,74,1,1,3,2,0,Computer
8569,14,0,85,0,5,2,2,4,Education
8570,19,3,61,1,1,0,2,0,Management
8571,60,3,92,1,5,0,2,4,Professional
8572,41,1,85,0,1,0,1,4,Management
8573,44,0,16,0,0,3,1,2,Other
8574,65,0,124,1,3,0,2,0,Professional
8575,36,3,37,1,1,0,1,0,Management
8576,21,3,85,1,3,0,2,1,Computer
8577,27,3,76,0,1,0,2,0,Education
8578,76,3,64,1,2,2,1,4,Other
8579,14,1,34,1,5,0,2,0,Education
8580,7,1,33,1,5,3,1,0,Education
8581,22,3,16,1,5,0,2,3,Professional
8582,11,0,118,1,5,0,2,0,Education
8583,60,0,52,1,1,2,2,0,Professional
8584,24,1,59,1,1,1,2,3,Computer
8585,18,3,9,0,5,0,1,3,Education
8586,19,3,9,1,1,0,1,1,Education
8587,50,0,74,1,1,0,2,0,Professional
8588,61,3,6,0,0,0,2,4,Professional
8589,33,3,41,1,5,0,2,4,Computer
8590,34,0,122,1,5,0,2,4,Other
8591,11,3,80,1,5,2,2,0,Education
8592,19,1,61,1,1,0,2,1,Professional
8593,16,1,114,0,5,0,1,2,Education
8594,41,0,76,1,1,1,1,4,Other
8595,23,0,76,1,5,3,2,2,Professional
8596,6,3,55,1,5,0,1,4,Education
8597,41,3,76,1,1,0,2,3,Computer
8598,45,0,114,0,6,0,2,4,Other
8599,17,3,7,0,1,3,2,0,Professional
8600,9,3,126,0,5,0,1,4,Education
8601,32,3,16,1,1,0,1,4,Professional
8602,76,0,114,0,0,3,1,4,Management
8603,45,3,33,0,0,2,2,3,Education
8604,22,0,43,1,5,0,1,2,Other
8605,12,3,122,0,1,0,2,0,Computer
8606,16,0,16,0,1,3,1,4,Education
8607,9,3,88,1,5,0,2,1,Education
8608,8,3,61,1,5,1,1,2,Education
8609,31,0,85,0,1,3,1,4,Other
8610,5,1,59,1,5,3,2,1,Education
8611,16,3,16,1,1,1,2,0,Computer
8612,22,1,126,1,1,0,1,4,Professional
8613,7,3,16,1,5,3,2,1,Education
8614,43,3,119,1,0,3,2,4,Other
8615,32,0,33,0,5,3,1,2,Professional
8616,17,1,7,1,1,0,2,4,Professional
8617,21,0,41,1,1,0,2,4,Professional
8618,34,3,3,0,4,3,2,0,Other
8619,9,3,118,1,3,0,2,0,Education
8620,12,3,123,0,5,0,2,1,Computer
8621,17,0,33,1,1,0,2,3,Professional
8622,18,3,60,0,5,3,1,3,Computer
8623,32,3,124,1,5,0,1,0,Computer
8624,6,3,92,1,5,0,1,0,Education
8625,21,3,16,1,1,0,2,3,Computer
8626,25,0,86,1,5,0,2,0,Professional
8627,10,3,16,0,3,0,2,1,Education
8628,11,0,41,0,5,1,1,0,Other
8629,12,3,114,1,5,1,2,0,Education
8630,11,1,41,0,5,1,2,0,Education
8631,34,0,74,1,1,3,1,2,Management
8632,32,1,114,1,1,2,2,3,Computer
8633,30,3,88,1,1,1,2,1,Other
8634,10,0,92,0,5,3,1,0,Education
8635,63,0,31,0,1,0,1,4,Other
8636,4,0,92,1,5,0,2,1,Education
8637,6,3,72,1,5,0,1,0,Education
8638,37,3,16,1,5,0,2,0,Computer
8639,9,1,25,0,5,3,2,0,Education
8640,20,0,16,0,3,2,2,2,Education
8641,25,1,80,1,4,0,2,0,Professional
8642,35,3,122,0,5,0,2,0,Professional
8643,19,3,113,1,5,0,2,0,Professional
8644,23,3,123,1,3,0,2,2,Other
8645,27,3,31,0,5,3,2,0,Computer
8646,23,3,118,1,1,0,2,3,Computer
8647,29,3,122,0,1,3,2,1,Education
8648,21,3,31,1,5,0,2,3,Professional
8649,12,3,118,1,5,2,2,1,Computer
8650,27,3,41,1,1,1,2,1,Computer
8651,18,3,76,1,5,0,2,2,Professional
8652,9,1,21,1,5,0,2,1,Computer
8653,16,1,123,1,1,0,1,0,Computer
8654,26,3,41,0,1,0,1,4,Education
8655,38,1,16,1,1,3,2,2,Management
8656,12,3,80,1,1,0,2,1,Education
8657,12,0,92,0,3,1,1,0,Computer
8658,21,1,16,0,5,0,1,4,Professional
8659,14,1,33,1,5,0,1,0,Education
8660,76,1,118,1,5,1,2,0,Other
8661,11,3,9,0,5,3,2,2,Education
8662,16,0,43,0,1,2,1,4,Other
8663,12,1,21,1,5,0,2,1,Computer
8664,57,1,92,1,1,3,2,0,Professional
8665,44,1,85,1,1,2,2,3,Professional
8666,33,3,122,0,1,0,2,2,Computer
8667,15,3,59,0,3,0,2,1,Professional
8668,44,3,74,1,1,0,2,3,Professional
8669,35,3,102,1,3,3,2,3,Computer
8670,31,0,9,0,1,0,2,3,Education
8671,14,0,104,1,5,0,1,1,Computer
8672,43,0,65,0,1,3,2,0,Computer
8673,33,1,16,0,5,2,2,0,Professional
8674,36,1,123,0,0,3,2,0,Other
8675,16,1,114,0,5,3,1,2,Computer
8676,15,1,16,1,5,0,2,0,Education
8677,53,0,16,1,1,0,2,2,Other
8678,37,3,105,0,1,1,2,4,Professional
8679,46,3,31,1,0,0,1,4,Professional
8680,25,3,74,1,1,3,2,1,Education
8681,71,3,20,1,1,2,2,2,Education
8682,52,3,16,0,0,3,2,2,Other
8683,21,1,86,1,1,1,1,4,Professional
8684,29,0,9,1,1,0,2,1,Education
8685,39,3,9,1,1,0,2,0,Education
8686,39,3,74,1,1,0,2,0,Computer
8687,12,0,123,1,5,0,2,1,Computer
8688,31,0,16,0,5,0,2,2,Other
8689,32,0,118,0,1,0,2,3,Computer
8690,21,0,16,1,3,1,2,3,Professional
8691,46,3,31,1,0,2,2,2,Management
8692,14,3,64,0,1,3,2,0,Computer
8693,11,1,118,1,5,0,2,0,Education
8694,17,0,114,0,5,1,2,0,Education
8695,19,3,83,0,1,1,2,1,Education
8696,31,3,60,1,1,0,2,1,Professional
8697,35,3,16,1,0,1,2,2,Computer
8698,67,1,113,1,0,3,1,1,Management
8699,10,0,81,1,5,3,1,0,Education
8700,9,1,9,1,3,0,2,0,Education
8701,38,0,92,1,1,0,2,0,Other
8702,9,2,76,0,5,0,2,0,Education
8703,23,3,16,0,1,0,2,4,Other
8704,9,0,25,0,5,1,1,0,Education
8705,32,3,16,1,1,0,2,2,Management
8706,54,3,16,1,5,0,1,0,Other
8707,37,3,33,1,1,2,2,0,Computer
8708,76,0,33,1,2,0,1,3,Education
8709,19,1,118,1,3,2,1,0,Professional
8710,12,3,110,1,5,3,2,1,Education
8711,26,0,118,1,5,3,2,0,Education
8712,39,3,60,1,5,1,1,0,Other
8713,76,2,92,1,2,0,1,2,Other
8714,25,0,51,0,5,0,2,2,Professional
8715,41,3,85,0,1,3,1,2,Other
8716,20,3,34,1,5,0,2,0,Education
8717,17,0,80,1,3,1,1,2,Other
8718,19,1,85,1,1,1,2,0,Professional
8719,33,1,123,1,1,0,2,0,Management
8720,13,3,123,0,3,0,2,1,Computer
8721,30,1,80,1,1,3,2,0,Professional
8722,50,1,16,1,5,2,2,2,Other
8723,10,0,61,0,5,1,2,1,Education
8724,28,3,31,1,1,1,2,3,Computer
8725,41,3,105,0,1,3,1,2,Other
8726,35,3,92,0,0,1,1,2,Other
8727,9,0,16,0,5,1,1,0,Education
8728,44,3,56,1,0,0,1,0,Professional
8729,57,0,59,1,3,3,2,1,Computer
8730,18,3,118,1,5,3,2,1,Computer
8731,7,1,55,1,5,0,2,0,Education
8732,15,3,16,0,1,0,2,1,Management
8733,9,3,125,0,5,1,2,0,Education
8734,76,3,123,1,2,0,2,1,Education
8735,26,3,80,0,1,0,2,1,Other
8736,11,1,118,0,5,0,2,4,Education
8737,23,3,122,1,1,3,2,0,Computer
8738,35,1,33,1,1,0,2,1,Education
8739,43,3,1,0,0,0,2,0,Computer
8740,67,1,31,0,6,0,1,4,Professional
8741,76,3,80,0,1,0,1,1,Education
8742,13,0,85,1,5,0,2,1,Education
8743,19,0,126,0,3,3,2,2,Management
8744,23,1,76,1,1,2,2,3,Management
8745,44,3,88,0,1,2,1,0,Professional
8746,29,3,111,1,0,3,2,3,Computer
8747,35,0,31,1,5,1,1,4,Other
8748,19,1,32,1,3,2,2,1,Management
8749,37,0,16,0,1,1,2,3,Computer
8750,11,3,114,0,5,0,2,2,Education
8751,44,3,92,0,1,3,2,2,Other
8752,35,3,1,0,1,0,2,0,Other
8753,10,0,3,0,3,3,1,4,Education
8754,27,3,80,0,1,0,2,1,Professional
8755,41,3,16,0,5,3,2,3,Computer
8756,20,0,77,1,5,3,2,4,Other
8757,61,3,31,0,1,0,1,0,Other
8758,25,3,62,1,1,0,2,1,Management
8759,46,1,118,1,1,3,2,2,Computer
8760,35,3,61,1,1,3,2,0,Education
8761,76,0,60,1,6,0,1,4,Other
8762,33,3,113,0,5,3,2,4,Other
8763,12,1,85,1,1,1,2,0,Education
8764,45,0,61,1,1,1,2,0,Computer
8765,34,0,89,1,1,3,2,0,Other
8766,21,3,123,1,5,1,2,2,Management
8767,39,3,123,1,0,0,2,0,Management
8768,20,3,118,1,1,3,2,0,Computer
8769,41,0,122,1,1,0,2,0,Management
8770,17,0,16,1,5,0,2,0,Other
8771,18,3,92,0,5,0,1,0,Education
8772,9,1,76,1,5,1,2,0,Education
8773,44,1,41,1,1,0,2,0,Other
8774,41,3,61,1,1,0,2,4,Management
8775,37,1,118,1,0,0,1,0,Management
8776,30,0,76,1,0,1,2,2,Other
8777,32,1,117,0,5,3,1,0,Education
8778,18,0,113,1,5,1,1,4,Professional
8779,52,3,31,0,1,0,2,2,Other
8780,43,3,16,1,5,0,2,0,Professional
8781,49,3,122,1,0,0,2,3,Computer
8782,21,0,9,1,1,0,2,3,Computer
8783,21,1,34,1,5,0,2,0,Education
8784,36,3,16,1,5,1,2,4,Professional
8785,28,0,16,1,0,0,2,2,Professional
8786,20,3,92,1,5,3,2,2,Other
8787,6,3,20,1,5,0,1,0,Education
8788,41,0,76,0,5,3,2,2,Education
8789,28,0,40,1,1,0,1,0,Education
8790,52,0,16,0,1,0,1,4,Management
8791,43,3,20,0,1,2,2,2,Other
8792,34,1,61,1,1,3,2,1,Computer
8793,29,0,76,1,1,0,2,0,Other
8794,14,3,41,1,1,1,2,1,Professional
8795,13,0,126,1,5,0,2,1,Education
8796,16,1,88,1,5,1,2,3,Computer
8797,24,1,98,1,1,0,2,0,Professional
