,Age,Country,Actual_Time,Primary_Computing_Platform,Marital_Status,Primary_Place_of_WWW_Access,Who_Pays_for_Access_Parents,Willingness_to_Pay_Fees,Household_Income,Who_Pays_for_Access_School,Education_Attainment
7148,12,85,13,3,5,5,0,1,0,1,College
7149,15,61,1,10,0,4,0,0,1,0,High_School
7150,18,41,34,11,5,5,0,4,5,0,Masters
7151,30,33,1,3,3,2,0,0,3,0,Some_College
7152,18,14,13,11,1,4,0,0,1,0,Some_College
7153,19,85,34,10,5,5,0,4,2,0,Masters
7154,20,55,41,10,1,5,0,0,4,1,Masters
7155,45,122,27,0,0,2,0,0,4,0,Some_College
7156,46,59,34,10,0,5,0,1,4,0,Some_College
7157,24,64,27,11,1,7,0,0,4,0,College
7158,52,89,34,3,1,2,0,0,4,0,Some_College
7159,39,55,34,0,1,2,0,2,3,0,Some_College
7160,45,16,34,10,1,4,0,4,6,0,Some_College
7161,16,41,34,10,1,4,0,0,3,0,Masters
7162,28,31,37,0,5,2,0,3,3,0,Some_College
7163,16,73,34,0,1,2,0,0,4,0,Some_College
7164,36,33,7,10,5,2,0,4,4,0,College
7165,27,31,2,10,0,5,0,4,7,0,College
7166,9,9,13,3,5,4,0,4,8,0,Some_College
7167,21,33,37,10,1,4,0,4,7,0,College
7168,28,123,34,0,5,5,0,4,6,0,College
7169,30,62,6,0,5,4,0,0,1,0,Some_College
7170,9,16,34,0,3,2,0,4,2,0,Some_College
7171,46,51,20,10,1,2,0,4,4,0,Some_College
7172,26,123,9,10,6,5,0,4,1,0,Some_College
7173,11,33,16,10,3,5,0,4,1,0,Some_College
7174,20,102,34,11,1,2,0,5,4,0,Some_College
7175,17,39,12,11,5,8,0,4,2,0,Masters
7176,26,33,27,0,1,2,0,0,4,0,Some_College
7177,76,34,13,8,2,8,0,3,8,0,College
7178,16,69,31,10,5,5,0,4,6,0,College
7179,17,76,1,10,5,8,0,4,3,0,College
7180,8,92,13,4,5,4,0,4,6,1,Some_College
7181,20,114,34,4,1,8,0,4,2,0,Masters
7182,31,21,19,0,5,2,0,4,1,0,Special
7183,21,75,16,10,1,2,0,4,3,0,Some_College
7184,14,16,12,10,5,7,0,1,0,1,Masters
7185,53,16,34,11,0,5,0,4,2,0,Masters
7186,15,16,34,3,5,5,0,4,2,0,Special
7187,26,6,34,0,3,2,0,5,4,0,Some_College
7188,11,9,13,11,5,5,0,4,8,1,College
7189,63,31,39,0,1,2,0,4,4,0,Some_College
7190,11,80,0,10,5,4,1,4,0,1,College
7191,22,92,20,0,5,2,0,0,0,0,High_School
7192,24,64,42,0,1,2,0,4,2,0,High_School
7193,13,60,34,8,1,5,0,4,4,1,College
7194,33,60,34,10,1,5,0,0,5,0,College
7195,46,85,34,0,1,2,0,3,1,0,Some_College
7196,26,118,13,10,5,5,0,3,0,0,Masters
7197,41,16,10,0,0,2,0,4,6,0,Some_College
7198,22,85,20,10,1,2,0,4,3,0,College
7199,13,89,34,3,5,5,0,4,1,0,College
7200,18,114,17,3,5,4,0,0,2,0,College
7201,6,9,24,4,5,2,0,4,6,0,Grammar
7202,13,50,28,10,1,2,0,0,2,0,Some_College
7203,27,32,35,10,1,2,0,0,4,0,College
7204,33,36,36,0,1,2,0,0,4,0,Professional
7205,52,31,27,0,1,2,0,0,4,0,College
7206,39,16,37,5,5,4,0,6,6,0,Masters
7207,15,7,11,0,3,2,0,4,4,0,High_School
7208,35,76,34,0,1,2,0,1,3,0,High_School
7209,17,114,17,0,1,2,0,0,3,0,College
7210,76,31,20,0,1,2,0,0,6,0,High_School
7211,25,41,42,0,5,2,0,3,1,0,Some_College
7212,21,31,17,10,1,4,0,0,4,0,Doctoral
7213,41,127,23,3,1,5,0,6,6,1,Masters
7214,30,51,41,4,1,5,0,5,6,0,Some_College
7215,17,21,13,10,3,2,0,4,1,0,High_School
7216,7,45,24,10,5,4,0,4,5,0,Grammar
7217,38,52,34,10,3,2,0,0,4,0,College
7218,12,16,13,0,5,2,0,0,2,0,Some_College
7219,30,7,39,10,1,2,0,4,4,0,College
7220,74,16,39,0,6,2,0,3,0,0,College
7221,24,33,6,10,3,4,0,4,3,0,College
7222,29,62,42,0,0,2,0,0,6,0,Special
7223,4,118,24,3,5,2,1,1,6,0,High_School
7224,27,33,24,3,1,8,0,4,6,0,Masters
7225,15,40,29,10,1,2,0,0,8,0,College
7226,41,16,10,0,2,2,0,1,3,0,College
7227,33,60,34,0,1,2,0,4,5,0,Some_College
7228,13,126,42,3,5,4,1,4,6,0,College
7229,33,114,34,0,1,2,0,1,3,0,Some_College
7230,44,20,34,10,1,2,0,4,4,0,Masters
7231,76,71,39,0,0,2,0,0,6,0,Some_College
7232,21,61,34,0,1,2,0,5,2,0,Some_College
7233,32,85,30,10,1,4,0,0,1,0,College
7234,23,76,34,0,5,2,0,4,2,0,Some_College
7235,9,92,26,7,5,2,0,4,3,0,Some_College
7236,8,64,13,10,4,7,0,4,1,1,Some_College
7237,15,86,13,11,1,4,0,4,3,1,College
7238,4,85,34,0,5,2,1,1,6,0,High_School
7239,35,126,37,3,2,8,0,4,6,0,Doctoral
7240,8,16,23,0,5,2,0,3,6,0,High_School
7241,11,33,13,10,3,5,0,6,8,1,Some_College
7242,17,16,34,1,5,4,0,4,5,0,College
7243,61,41,39,10,6,2,0,0,4,0,Masters
7244,11,85,12,10,5,8,0,2,7,0,Some_College
7245,5,59,34,7,5,4,0,4,6,0,High_School
7246,45,14,33,11,1,2,0,0,3,0,College
7247,12,16,1,8,1,5,0,4,3,0,High_School
7248,12,123,27,10,5,8,0,6,0,0,High_School
7249,15,63,45,10,1,8,0,4,5,0,College
7250,26,76,27,0,1,4,0,0,1,0,Some_College
7251,59,16,39,3,1,8,0,0,3,0,Masters
7252,24,85,0,0,1,2,0,4,4,0,Some_College
7253,44,16,42,10,5,2,0,4,1,0,Some_College
7254,34,31,9,10,4,2,0,4,6,0,Masters
7255,22,118,45,10,1,2,0,4,6,0,Doctoral
7256,45,51,39,0,0,2,0,4,4,0,College
7257,39,122,17,3,1,2,0,6,7,0,College
7258,19,16,34,10,3,5,0,4,5,0,College
7259,46,16,33,0,0,2,0,4,3,0,College
7260,15,33,34,0,5,2,0,0,1,0,Some_College
7261,24,1,42,0,3,2,0,0,0,0,High_School
7262,13,51,13,10,5,5,1,4,6,0,Some_College
7263,25,118,34,10,1,2,0,1,2,0,Doctoral
7264,48,63,34,10,6,2,0,4,2,0,Some_College
7265,7,34,24,11,5,4,1,0,6,1,High_School
7266,18,16,1,0,5,2,0,4,0,0,College
7267,41,80,4,10,1,4,0,3,4,0,College
7268,41,89,34,3,1,2,0,4,6,0,College
7269,45,80,21,10,3,4,0,4,7,0,College
7270,22,126,34,10,1,5,0,6,5,0,Masters
7271,27,76,1,0,2,4,0,0,6,0,Some_College
7272,35,33,26,10,1,2,0,4,4,0,Masters
7273,13,74,14,10,5,5,0,4,4,0,College
7274,12,45,13,10,5,4,0,1,0,1,Some_College
7275,13,88,13,8,5,7,0,4,6,1,College
7276,74,59,39,0,1,2,0,4,5,0,Doctoral
7277,27,114,45,3,5,4,0,0,1,0,Masters
7278,30,80,6,3,1,2,0,3,6,0,Masters
7279,16,92,28,3,0,5,0,4,2,0,Some_College
7280,13,21,44,0,5,2,0,4,4,0,Some_College
7281,33,85,19,0,5,2,0,0,1,0,College
7282,13,62,13,0,5,2,0,0,8,0,Some_College
7283,18,16,26,11,5,2,1,4,1,0,Some_College
7284,15,85,4,10,1,2,0,0,2,0,College
7285,26,52,34,0,5,4,0,4,1,0,College
7286,39,122,42,0,0,2,0,1,2,0,Some_College
7287,8,14,31,10,5,4,0,6,4,0,Some_College
7288,50,84,39,10,1,2,0,3,4,0,Special
7289,27,118,6,10,3,5,0,4,2,1,Masters
7290,19,122,30,3,5,5,0,4,2,0,College
7291,15,16,13,10,5,4,1,1,3,0,Some_College
7292,26,1,34,5,1,5,0,4,2,0,Other
7293,27,16,34,10,1,5,0,1,7,0,Doctoral
7294,16,33,37,10,5,4,0,4,4,0,College
7295,18,14,34,3,5,2,0,4,3,0,College
7296,19,124,5,10,5,5,0,1,6,0,Professional
7297,43,40,20,3,1,2,0,4,6,0,Some_College
7298,6,92,24,10,5,4,1,0,6,0,Grammar
7299,15,31,22,0,3,4,0,4,1,0,College
7300,33,80,37,10,1,2,0,0,4,0,College
7301,42,76,34,0,1,2,0,4,5,0,Some_College
7302,24,74,34,10,1,5,0,1,5,0,Masters
7303,14,126,13,10,3,4,1,4,3,1,Some_College
7304,26,86,13,11,1,2,0,4,0,0,Some_College
7305,34,5,21,11,1,5,0,1,7,0,Masters
7306,15,62,34,10,5,5,0,4,5,1,Some_College
7307,21,16,37,0,1,5,0,4,5,0,College
7308,63,126,39,0,1,2,0,0,7,0,College
7309,29,106,34,0,1,2,0,0,7,0,Special
7310,18,16,34,0,5,2,0,0,4,0,Some_College
7311,12,74,34,0,5,2,0,0,8,0,Some_College
7312,23,118,27,10,3,8,0,7,5,0,Masters
7313,76,16,34,3,5,4,0,3,4,1,Masters
7314,76,6,39,0,1,2,0,0,6,0,Some_College
7315,16,64,3,0,5,2,0,2,0,0,Special
7316,7,88,34,10,5,2,1,0,6,0,High_School
7317,23,75,15,10,1,4,0,1,3,1,Masters
7318,27,80,37,10,1,4,0,4,6,0,College
7319,36,20,34,10,1,5,0,4,3,0,Some_College
7320,22,88,24,1,2,2,0,0,1,0,High_School
7321,23,62,34,0,3,2,0,4,1,0,Special
7322,11,41,13,11,5,5,0,4,8,1,Some_College
7323,43,76,42,0,5,2,0,4,2,0,Some_College
7324,21,105,34,0,5,2,0,4,0,0,High_School
7325,12,51,13,10,5,7,0,4,3,1,Some_College
7326,7,92,24,0,5,2,1,0,5,0,High_School
7327,36,80,12,3,1,5,0,6,6,0,Doctoral
7328,36,52,34,10,1,2,0,4,3,0,Masters
7329,17,16,42,10,5,2,0,0,0,0,Some_College
7330,15,41,1,10,1,2,0,0,4,0,Special
7331,41,126,23,0,1,2,0,4,3,0,College
7332,13,118,13,1,5,7,0,1,6,1,High_School
7333,32,16,34,10,1,8,0,3,6,0,Some_College
7334,15,94,41,10,3,4,0,0,6,0,Masters
7335,7,126,42,10,5,4,1,6,1,1,High_School
7336,34,123,34,0,1,4,0,0,4,0,Some_College
7337,12,61,13,10,1,7,0,4,8,1,Masters
7338,44,110,34,3,1,8,0,4,4,0,Doctoral
7339,22,80,3,3,1,4,0,4,2,0,College
7340,46,92,27,0,0,4,0,0,4,0,High_School
7341,30,60,34,4,1,5,0,4,5,0,College
7342,41,80,34,10,1,0,0,2,5,0,Professional
7343,46,16,40,3,1,4,0,4,7,0,Special
7344,32,33,39,10,1,2,0,0,7,0,Some_College
7345,31,52,27,10,1,5,0,3,6,0,College
7346,30,16,34,3,1,4,0,5,7,0,Doctoral
7347,37,85,17,4,1,5,0,4,5,0,Masters
7348,42,43,33,10,1,4,0,0,4,0,Other
7349,21,74,20,0,1,2,0,0,4,0,Some_College
7350,76,16,26,0,3,2,0,0,0,0,Some_College
7351,41,126,33,10,1,2,0,0,6,0,College
7352,34,33,0,10,1,5,0,4,5,0,Masters
7353,12,76,1,10,5,2,0,0,7,0,Some_College
7354,57,76,45,3,5,5,0,4,2,0,College
7355,26,80,34,11,5,2,0,0,2,0,High_School
7356,11,125,13,10,5,4,0,0,8,0,Some_College
7357,17,83,12,7,5,8,0,3,2,0,Masters
7358,20,83,44,4,3,8,0,4,7,0,College
7359,25,111,41,10,5,5,0,5,1,0,College
7360,36,92,27,0,0,2,0,6,4,0,College
7361,19,76,34,8,1,5,0,4,7,0,Masters
7362,39,121,36,3,1,4,0,4,7,0,Professional
7363,19,114,20,0,1,2,0,0,2,0,Special
7364,29,122,37,3,1,5,0,3,7,0,College
7365,15,33,1,11,5,4,0,4,2,0,College
7366,22,60,27,3,1,8,0,3,7,0,Some_College
7367,11,16,13,10,5,4,0,6,8,1,Some_College
7368,25,92,34,0,1,2,0,1,4,0,Special
7369,28,85,27,10,0,4,0,1,3,0,Special
7370,11,74,13,0,5,2,0,0,1,0,College
7371,55,31,39,0,0,2,0,4,1,0,Masters
7372,70,92,39,0,1,2,0,0,0,0,Some_College
7373,24,80,34,10,5,4,0,4,3,0,Masters
7374,8,105,13,10,5,4,1,0,6,0,High_School
7375,18,69,34,10,1,4,0,4,4,0,Masters
7376,9,60,13,3,5,2,1,4,5,1,Some_College
7377,33,114,27,10,1,4,0,0,7,0,Some_College
7378,32,89,37,0,4,2,0,0,4,0,Masters
7379,19,16,27,10,1,4,0,6,4,0,College
7380,13,76,20,0,1,2,0,0,2,0,Some_College
7381,24,74,17,10,1,4,0,1,5,0,College
7382,23,16,45,3,1,2,0,0,6,0,Professional
7383,9,47,34,10,5,5,0,5,4,0,Special
7384,23,20,37,10,3,5,0,4,4,0,Masters
7385,16,88,32,11,5,2,0,4,1,0,Some_College
7386,45,14,13,10,5,2,0,4,0,0,College
7387,11,33,34,10,1,5,0,3,2,0,High_School
7388,7,85,24,10,5,4,1,0,6,1,Grammar
7389,9,52,13,7,5,5,0,4,7,1,Some_College
7390,14,55,28,10,3,5,0,0,1,1,College
7391,9,76,13,10,5,5,1,4,3,0,Some_College
7392,48,16,39,3,1,2,0,6,5,0,College
7393,49,41,34,10,1,8,0,4,4,0,Some_College
7394,33,31,42,0,3,2,0,4,2,0,Some_College
7395,50,16,20,0,0,2,0,0,2,0,Some_College
7396,22,60,1,0,5,2,0,4,1,0,High_School
7397,35,113,20,0,1,2,0,0,7,0,High_School
7398,17,43,13,10,5,4,0,3,6,1,Masters
7399,35,86,12,11,1,5,0,4,4,1,Doctoral
7400,40,16,34,0,1,2,0,0,4,0,Doctoral
7401,28,93,12,10,5,2,0,4,1,0,Masters
7402,6,92,34,0,5,2,0,3,8,0,High_School
7403,15,76,34,0,5,2,0,2,2,0,High_School
7404,35,92,20,0,5,2,0,0,6,0,College
7405,15,33,34,3,5,8,0,4,8,0,Masters
7406,12,33,13,3,5,4,0,0,1,1,College
7407,24,62,34,0,5,2,0,5,2,0,College
7408,30,76,1,10,1,2,0,2,2,0,Some_College
7409,30,50,27,10,1,5,0,0,4,0,Some_College
7410,38,64,15,0,0,2,0,4,3,0,Masters
7411,13,83,13,10,3,5,0,5,0,1,Masters
7412,42,13,14,10,4,2,0,3,2,0,Masters
7413,24,118,13,3,5,5,0,4,0,1,Masters
7414,7,126,24,3,5,4,1,4,7,0,Grammar
7415,63,31,20,0,1,2,0,0,4,0,Some_College
7416,21,76,27,10,5,5,0,1,4,0,Professional
7417,14,31,34,10,1,5,0,0,2,0,Some_College
7418,42,74,34,0,0,2,0,4,1,0,Some_College
7419,48,105,34,0,6,2,0,0,6,0,High_School
7420,24,34,34,7,1,5,0,4,5,0,Masters
7421,47,20,12,3,1,5,0,4,5,0,Doctoral
7422,37,31,26,0,5,2,0,0,1,0,Some_College
7423,24,80,34,0,5,2,0,4,2,0,Some_College
7424,38,43,34,0,0,2,0,2,3,0,High_School
7425,9,85,34,10,5,7,0,3,4,1,Some_College
7426,15,114,37,4,5,5,0,1,3,0,College
7427,11,62,13,3,5,4,0,4,8,1,Some_College
7428,67,64,39,0,1,2,0,0,3,0,Professional
7429,36,88,45,10,5,5,0,4,6,0,College
7430,30,31,30,10,5,4,0,4,6,0,Some_College
7431,28,60,28,0,1,2,0,4,6,0,College
7432,35,74,34,3,1,4,0,4,7,0,College
7433,8,118,13,6,5,2,1,6,6,0,High_School
7434,24,105,34,10,1,4,0,4,4,0,College
7435,16,11,42,10,5,2,0,0,6,0,High_School
7436,38,63,37,10,1,4,0,4,4,0,Masters
7437,32,20,30,4,1,5,0,4,7,0,College
7438,13,62,27,0,1,2,0,6,2,0,High_School
7439,35,13,12,10,6,5,0,6,4,1,Doctoral
7440,10,62,13,11,5,4,0,1,8,1,Some_College
7441,21,122,7,4,1,5,0,6,7,0,College
7442,34,64,16,0,3,2,0,5,1,0,Special
7443,24,16,34,3,0,5,0,0,4,0,Masters
7444,34,114,34,0,4,2,0,0,2,0,High_School
7445,9,85,13,10,5,4,0,4,6,1,Some_College
7446,67,105,39,0,1,2,0,0,4,0,College
7447,4,64,24,10,5,2,1,0,6,0,Other
7448,15,105,17,10,5,2,0,4,6,0,Masters
7449,10,114,13,10,5,4,0,4,0,1,Some_College
7450,45,92,38,10,1,2,0,0,2,0,High_School
7451,25,55,12,10,5,5,0,4,2,0,Masters
7452,33,31,34,0,0,4,0,0,5,0,College
7453,11,20,13,10,5,2,0,0,8,0,Some_College
7454,13,83,30,4,5,5,0,0,2,0,College
7455,6,21,24,3,5,2,1,4,5,0,Grammar
7456,7,126,24,10,5,4,1,4,4,0,High_School
7457,76,113,39,0,5,2,0,0,6,0,High_School
7458,14,124,14,3,5,4,0,4,7,0,Some_College
7459,48,122,34,3,1,8,0,4,7,0,Some_College
7460,16,43,30,10,1,2,0,4,2,0,Special
7461,30,114,37,3,1,5,0,3,6,0,College
7462,45,20,41,10,1,5,0,4,7,0,College
7463,31,33,30,11,5,4,0,0,3,0,College
7464,49,33,34,10,0,4,0,0,3,0,High_School
7465,33,68,40,0,3,2,0,4,6,0,College
7466,48,31,33,10,1,2,0,4,3,0,College
7467,32,30,34,4,1,8,0,6,3,0,Masters
7468,17,105,34,10,5,2,0,4,1,0,College
7469,15,80,34,4,1,5,0,4,2,0,College
7470,44,41,34,0,5,2,0,6,1,0,Some_College
7471,16,55,11,0,5,2,0,0,0,0,Some_College
7472,68,6,39,0,1,2,0,0,3,0,Some_College
7473,23,77,34,10,1,4,0,4,6,0,High_School
7474,18,122,31,8,5,5,0,4,4,0,Some_College
7475,47,16,34,10,5,2,0,0,0,0,Some_College
7476,39,122,37,0,1,4,0,0,5,0,Some_College
7477,23,122,29,10,1,4,0,3,2,0,Some_College
7478,22,41,34,3,1,8,0,1,6,0,Masters
7479,27,31,19,0,1,4,0,0,4,0,Special
7480,22,16,34,10,5,8,0,2,4,0,Some_College
7481,43,114,39,0,1,2,0,0,4,0,Some_College
7482,32,117,23,10,1,4,0,0,4,0,College
7483,26,60,26,10,0,6,0,0,4,0,Some_College
7484,26,123,1,0,1,2,0,2,4,0,Some_College
7485,41,61,43,0,5,2,0,6,4,0,Some_College
7486,9,80,13,10,5,7,0,4,1,1,Some_College
7487,16,58,20,10,1,2,0,0,1,0,High_School
7488,44,61,42,3,1,5,0,3,5,0,College
7489,15,16,34,10,3,4,0,4,2,0,College
7490,76,6,13,10,2,4,0,0,6,1,Some_College
7491,43,43,12,3,1,5,0,4,4,0,Doctoral
7492,42,68,34,3,1,2,0,4,7,0,College
7493,24,59,37,10,5,4,0,1,2,0,College
7494,12,16,40,10,5,2,0,4,1,0,High_School
7495,47,33,27,11,1,2,0,0,4,0,Special
7496,8,124,13,10,5,5,0,5,8,0,Some_College
7497,47,3,0,10,0,2,0,0,6,0,Professional
7498,19,21,27,0,5,2,0,4,2,0,Some_College
7499,23,59,19,0,1,2,0,5,7,0,Professional
7500,19,61,27,0,5,2,0,4,1,0,High_School
7501,12,85,37,4,5,5,0,4,6,1,Some_College
7502,16,7,40,0,5,4,0,0,3,0,College
7503,21,31,19,0,5,2,1,3,1,0,Special
7504,35,118,34,10,1,2,0,0,4,0,High_School
7505,35,114,34,10,1,2,0,4,7,0,Some_College
7506,31,33,23,10,5,4,0,0,2,0,Masters
7507,38,114,41,10,4,4,0,0,4,0,College
7508,76,76,1,4,2,8,0,6,6,0,Some_College
7509,13,14,13,3,5,5,0,2,1,0,College
7510,8,41,13,3,5,4,0,4,8,1,High_School
7511,16,124,13,11,5,5,0,4,3,1,Masters
7512,16,60,27,0,1,2,0,2,6,0,Some_College
7513,25,85,37,3,5,4,0,1,4,0,College
7514,10,85,13,10,5,5,0,4,8,1,Some_College
7515,18,43,27,10,5,5,1,4,7,0,Masters
7516,20,76,19,10,3,4,0,0,3,0,Special
7517,10,64,13,10,5,1,0,4,8,1,Some_College
7518,27,9,21,10,1,5,0,5,6,0,High_School
7519,12,85,34,0,3,2,0,4,6,0,High_School
7520,30,118,34,10,5,5,0,2,0,0,High_School
7521,12,55,13,10,5,7,0,0,6,1,Some_College
7522,35,123,34,3,1,2,0,0,5,0,Some_College
7523,20,55,34,3,5,5,0,4,1,0,Masters
7524,20,71,34,11,1,4,0,4,4,0,College
7525,24,31,34,10,5,8,0,5,1,0,Masters
7526,43,31,27,0,0,2,0,0,1,0,College
7527,16,9,30,4,5,5,0,0,4,0,College
7528,76,31,34,0,1,2,0,2,2,0,College
7529,15,126,31,10,5,4,0,6,2,0,College
7530,20,16,22,0,5,3,0,4,7,0,Masters
7531,12,123,13,10,5,4,0,4,8,1,College
7532,24,124,34,3,1,5,0,6,6,0,College
7533,37,76,41,0,5,2,0,4,4,0,Grammar
7534,27,118,27,11,0,5,0,4,3,0,Masters
7535,49,14,34,10,1,2,0,4,1,0,High_School
7536,12,126,13,11,3,4,0,4,2,1,Some_College
7537,33,99,20,11,1,2,0,4,6,0,College
7538,37,16,37,10,1,4,0,4,4,0,Special
7539,41,114,34,10,1,2,0,0,5,0,College
7540,10,114,13,10,5,4,0,0,8,1,Some_College
7541,9,16,13,3,5,4,1,0,8,0,Some_College
7542,22,43,34,0,2,2,0,4,2,0,Some_College
7543,45,6,20,3,1,4,0,4,7,1,College
7544,31,119,34,3,1,2,0,0,5,0,Masters
7545,36,56,20,10,1,2,0,0,2,0,Some_College
7546,50,80,9,10,0,5,0,4,3,0,Masters
7547,14,9,34,4,1,5,0,3,2,0,Masters
7548,15,16,27,10,1,8,0,4,4,0,College
7549,16,64,34,3,1,4,0,4,5,0,Masters
7550,20,34,34,11,5,8,0,4,2,0,Masters
7551,9,123,34,10,5,4,0,0,5,1,Some_College
7552,34,31,13,10,1,4,0,0,8,1,Masters
7553,25,9,13,10,5,6,0,7,8,1,High_School
7554,45,43,34,0,1,2,0,0,4,0,High_School
7555,21,63,43,0,1,2,0,0,3,0,High_School
7556,4,16,24,10,5,4,1,1,4,0,High_School
7557,55,6,34,0,0,2,0,0,1,0,High_School
7558,10,72,13,10,3,7,0,3,8,1,High_School
7559,33,52,4,10,1,2,0,0,4,0,College
7560,24,3,30,3,5,4,0,6,1,1,Special
7561,37,60,10,0,4,2,0,4,1,0,Some_College
7562,76,114,24,10,5,4,0,2,4,1,High_School
7563,14,31,43,0,5,2,0,3,6,0,High_School
7564,76,76,1,10,1,8,0,2,6,0,Some_College
7565,27,81,1,0,2,2,0,0,0,0,Some_College
7566,24,16,24,10,3,2,0,0,3,0,High_School
7567,36,64,42,0,1,2,0,3,4,0,Some_College
7568,10,41,13,10,5,5,0,4,3,1,Some_College
7569,46,16,45,10,1,2,0,6,7,0,Some_College
7570,6,51,34,10,5,4,1,5,4,0,Other
7571,30,122,27,10,5,8,0,0,4,0,Masters
7572,10,31,13,10,5,4,0,0,8,1,Some_College
7573,9,52,13,10,5,7,0,1,8,1,Some_College
7574,11,76,13,10,5,5,1,3,8,1,Some_College
7575,76,61,12,10,1,4,0,0,3,0,Masters
7576,26,33,37,3,1,5,0,4,6,0,Some_College
7577,44,47,0,11,1,8,0,1,4,0,Professional
7578,24,64,1,4,1,5,0,0,6,0,Some_College
7579,21,74,34,0,1,2,0,0,3,0,Special
7580,31,31,19,0,1,2,0,4,4,0,College
7581,52,1,34,11,0,4,0,0,8,0,Some_College
7582,11,99,34,0,5,2,0,0,1,0,Some_College
7583,11,122,13,10,5,4,0,3,8,1,Some_College
7584,24,16,34,0,5,5,0,4,2,0,College
7585,32,1,1,10,5,2,0,0,6,0,College
7586,35,84,34,3,1,4,0,6,4,0,Professional
7587,8,119,34,2,5,7,0,1,6,1,Some_College
7588,43,33,34,10,1,4,0,4,4,0,College
7589,9,61,34,10,5,5,1,4,4,0,Some_College
7590,37,122,44,10,1,4,0,4,7,0,College
7591,18,16,34,10,1,5,0,4,4,0,College
7592,24,43,0,10,1,4,0,4,4,0,College
7593,41,114,20,0,1,2,0,0,4,0,High_School
7594,46,92,34,0,5,2,0,0,3,0,Some_College
7595,8,47,45,10,5,2,0,2,8,0,High_School
7596,13,61,26,0,5,2,0,1,1,0,High_School
7597,17,25,44,3,1,8,0,4,2,0,Some_College
7598,33,9,4,3,5,4,0,4,5,0,High_School
7599,31,127,34,0,1,2,0,0,2,0,High_School
7600,10,50,13,3,5,4,0,1,6,0,High_School
7601,18,76,34,10,1,5,0,0,4,0,Some_College
7602,76,16,34,0,0,2,0,0,6,0,Some_College
7603,45,80,23,10,5,4,0,0,2,0,Masters
7604,38,52,33,0,1,2,0,0,6,0,College
7605,29,119,20,10,1,2,0,0,3,0,High_School
7606,27,60,34,10,5,5,0,5,2,0,College
7607,21,11,37,10,1,5,0,0,4,0,College
7608,33,16,34,10,1,2,0,4,6,0,Some_College
7609,41,43,34,0,1,2,0,0,2,0,High_School
7610,8,3,24,10,5,4,1,4,3,0,Grammar
7611,14,76,27,10,1,2,0,4,2,0,Some_College
7612,12,114,13,10,5,4,0,1,8,1,College
7613,38,21,9,11,0,5,0,6,6,0,Masters
7614,25,74,34,0,5,2,0,4,3,0,Some_College
7615,9,114,32,0,5,2,1,0,3,0,Grammar
7616,62,122,17,10,0,2,0,0,1,0,Masters
7617,52,60,1,0,6,2,0,0,2,0,College
7618,14,118,34,10,5,8,0,0,6,0,Professional
7619,5,45,24,2,5,4,1,1,6,0,High_School
7620,14,98,26,10,3,2,0,0,0,0,Masters
7621,9,76,13,0,5,2,0,0,0,0,Some_College
7622,41,76,34,10,1,4,0,0,7,0,Masters
7623,15,55,34,10,5,8,0,5,1,1,College
7624,17,64,23,10,1,4,0,0,6,0,Masters
7625,33,21,34,0,5,2,0,3,4,0,High_School
7626,35,7,14,11,1,0,0,0,6,0,College
7627,44,47,27,10,1,2,0,0,4,0,College
7628,8,41,24,11,5,4,0,4,2,0,High_School
7629,35,45,17,10,1,2,0,2,4,0,Some_College
7630,16,33,8,10,5,2,0,4,2,0,College
7631,34,60,34,10,0,4,0,1,2,0,Masters
7632,76,114,34,10,5,2,0,4,4,0,College
7633,21,92,26,0,1,2,0,0,4,0,Some_College
7634,10,76,42,0,5,2,0,4,1,0,Some_College
7635,50,16,39,0,1,2,0,0,4,0,Some_College
7636,18,31,19,0,1,2,0,0,3,0,Some_College
7637,19,1,34,3,5,4,0,5,1,0,College
7638,13,16,13,4,5,7,0,3,2,1,Some_College
7639,45,76,32,0,5,2,0,4,0,0,Some_College
7640,35,126,34,10,1,2,0,0,2,0,High_School
7641,60,61,39,0,1,2,0,0,6,0,High_School
7642,69,16,39,0,1,2,0,0,6,0,Professional
7643,39,76,26,0,1,2,0,2,4,0,College
7644,38,31,33,0,1,4,0,0,2,0,Masters
7645,61,60,39,0,4,2,0,0,3,0,College
7646,9,89,13,2,2,7,0,4,8,0,Some_College
7647,26,41,44,10,3,2,0,0,5,0,Masters
7648,59,33,39,10,1,2,0,0,1,0,Some_College
7649,18,88,13,3,5,2,0,0,0,0,College
7650,38,52,42,0,1,2,0,0,1,0,Some_College
7651,25,16,17,10,1,5,0,2,5,0,Masters
7652,7,85,24,10,5,2,1,4,5,0,High_School
7653,20,77,12,3,5,8,0,6,1,0,Masters
7654,37,119,33,0,1,2,0,0,3,0,Special
7655,34,33,13,10,1,4,0,0,7,1,Other
7656,27,43,12,10,1,5,0,1,4,1,Doctoral
7657,46,122,41,11,0,4,0,4,3,0,College
7658,34,89,12,3,1,5,0,1,5,0,Masters
7659,61,74,39,0,1,2,0,0,4,0,Other
7660,12,62,13,10,5,8,0,4,6,0,Some_College
7661,12,1,17,10,5,4,0,1,1,0,Some_College
7662,17,76,34,10,5,4,0,4,3,0,Some_College
7663,48,50,34,10,1,4,0,0,7,0,Some_College
7664,10,55,37,3,5,2,0,4,0,0,Some_College
