who,Actual_Time,Age,Community_Building,Community_Membership_Family,Community_Membership_Hobbies,Community_Membership_None,Community_Membership_Other,Community_Membership_Political,Community_Membership_Professional,Community_Membership_Religious,Community_Membership_Support,Country,Disability_Cognitive,Disability_Hearing,Disability_Motor,Disability_Not_Impaired,Disability_Not_Say,Disability_Vision,Education_Attainment,Falsification_of_Information,Gender,Household_Income,How_You_Heard_About_Survey_Banner,How_You_Heard_About_Survey_Friend,How_You_Heard_About_Survey_Mailing_List,How_You_Heard_About_Survey_Others,How_You_Heard_About_Survey_Printed_Media,How_You_Heard_About_Survey_Remebered,How_You_Heard_About_Survey_Search_Engine,How_You_Heard_About_Survey_Usenet_News,How_You_Heard_About_Survey_WWW_Page,Major_Geographical_Location,Major_Occupation,Marital_Status,Most_Import_Issue_Facing_the_Internet,Opinions_on_Censorship,Primary_Computing_Platform,Primary_Language,Primary_Place_of_WWW_Access,Race,Not_Purchasing_Bad_experience,Not_Purchasing_Bad_press,Not_Purchasing_Cant_find,Not_Purchasing_Company_policy,Not_Purchasing_Easier_locally,Not_Purchasing_Enough_info,Not_Purchasing_Judge_quality,Not_Purchasing_Never_tried,Not_Purchasing_No_credit,Not_Purchasing_Not_applicable,Not_Purchasing_Not_option,Not_Purchasing_Other,Not_Purchasing_Prefer_people,Not_Purchasing_Privacy,Not_Purchasing_Receipt,Not_Purchasing_Security,Not_Purchasing_Too_complicated,Not_Purchasing_Uncomfortable,Not_Purchasing_Unfamiliar_vendor,Registered_to_Vote,Sexual_Preference,Web_Ordering,Web_Page_Creation,Who_Pays_for_Access_Dont_Know,Who_Pays_for_Access_Other,Who_Pays_for_Access_Parents,Who_Pays_for_Access_School,Who_Pays_for_Access_Self,Who_Pays_for_Access_Work,Willingness_to_Pay_Fees,Years_on_Internet
92272,Networking,42,Equally,0,0,1,0,0,0,0,0,United_Kingdom,0,0,0,1,0,0,College,NA,Male,$40-49,0,0,0,0,0,0,0,0,1,Europe,Computer,Married,Censorship,1,Win95,English,Work,White,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,Yes,Heterosexual,No,Yes,0,0,0,0,0,1,Cost_too_high,1-3_yr
91148,Service_Industry_Occupation,43,More,0,0,0,1,1,0,0,1,California,0,0,0,0,1,0,Other,NA,Male,$30-39,0,0,0,1,0,0,0,0,0,USA,Other,Single,Privacy,2,Macintosh,English,Home,Not_Say,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,Yes,Not_say,No,Yes,0,0,0,0,1,0,Other,Under_6_mo
64041,Attorney/Judge,43,More,0,0,0,0,0,0,0,1,Georgia,0,0,0,1,0,0,Professional,Over_75,Male,Over_$100,0,0,0,1,0,0,0,0,0,USA,Professional,Married,Other,1,Win95,English,Work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1,Other_sources,1-3_yr
92956,Other,24,More,1,1,0,0,0,1,0,1,California,0,0,0,1,0,0,Some_College,Never,Female,$20-29,0,0,0,0,0,0,0,0,1,USA,Professional,Other,Censorship,4,Win95,English,Primarily_home,White,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Already_paying,1-3_yr
99930,K-12_Student,16,More,0,0,0,0,0,0,0,1,Arkansas,0,0,0,1,0,0,High_School,26-50,Male,Under_$10,0,0,0,0,0,0,0,0,1,USA,Education,Single,Privacy,1,Win95,English,School,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,Heterosexual,No,No,0,0,0,1,0,0,Other_sources,1-3_yr
91434,Retired,44,More,0,1,0,0,1,0,1,0,California,0,0,0,1,0,0,High_School,Never,Male,Under_$10,0,0,0,1,0,0,0,0,0,USA,Other,Single,Censorship,1,?,English,Home,White,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,Yes,Gay_male,No,No,0,0,0,0,1,0,Other_sources,Under_6_mo
92554,Looking,19,More,0,1,0,0,0,0,0,0,Pennsylvania,0,0,0,1,0,0,High_School,51-75,Male,$10-19,1,0,0,0,0,0,0,0,0,USA,Other,Single,Censorship,1,Win95,English,Public,White,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Yes,Heterosexual,No,No,0,1,0,0,0,0,Other_sources,6-12_mo
90991,Designer,30,Equally,0,0,0,0,0,1,0,0,Germany,0,0,0,1,0,0,Masters,Under_25,Female,Not_Say,0,0,0,1,0,0,0,0,0,Europe,Professional,Single,Navigation,3,Unix,German,Work,White,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Not_Say,Not_say,No,Yes,0,0,0,0,0,1,Other_sources,1-3_yr
95844,Writer/Journalist,57,Dont_Know,0,0,0,0,0,1,0,0,Ontario,0,0,0,1,0,0,High_School,Never,Male,$75-99,0,0,0,0,0,0,0,0,1,Canada,Professional,Married,Dont_Know,1,Win95,English,Work,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,0,1,Already_paying,1-3_yr
93627,Other,37,More,0,0,0,0,0,1,0,0,California,0,1,0,0,0,0,College,NA,Female,Not_Say,0,1,0,0,0,0,0,0,0,USA,Computer,Married,Other,1,Macintosh,English,Home,White,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,No,Yes,0,0,0,0,1,0,Other_sources,6-12_mo
90306,College_Student,23,Dont_Know,0,1,0,0,0,0,0,0,Virginia,0,0,0,0,0,1,College,Under_25,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Education,Single,Navigation,3,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Cost_too_high,Over_7_yr
97978,IS,46,Equally,0,0,1,0,0,0,0,0,Netherlands,0,0,0,1,0,0,Professional,Under_25,Male,$50-74,0,0,1,0,0,0,0,0,0,Europe,Computer,Other,Navigation,1,Win95,Dutch,Primarily_home,White,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Payment_mechanism,1-3_yr
95101,College_Student,19,Equally,1,1,0,0,0,1,0,0,Pennsylvania,0,0,0,1,0,0,Some_College,Never,Male,Not_Say,0,1,0,0,0,0,0,0,0,USA,Education,Single,Privacy,4,Macintosh,English,Primarily_home,White,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,1,1,0,Other_sources,4-6_yr
95206,College_Student,20,Dont_Know,0,0,1,0,0,0,0,0,Maryland,0,0,0,1,0,0,Some_College,Never,Female,Not_Say,0,0,0,0,0,0,0,0,1,USA,Education,Other,Navigation,4,Macintosh,English,School,White,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,1,0,0,Other_sources,1-3_yr
97979,Manager,39,Equally,1,0,0,0,0,0,0,0,Pennsylvania,0,0,0,1,0,0,Some_College,NA,Male,$50-74,0,0,0,0,0,0,0,1,1,USA,Management,Divorced,Navigation,1,?,English,Home,White,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,Yes,Heterosexual,No,No,0,0,0,0,1,0,Cost_too_high,Under_6_mo
98487,College_Student,18,More,1,1,0,1,1,1,0,0,California,0,0,0,1,0,0,Some_College,Never,Female,Not_Say,0,0,0,0,0,0,1,0,1,USA,Education,Single,Privacy,4,Win95,English,Primarily_home,Not_Say,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,Yes,Not_say,Yes,Yes,1,0,0,0,1,0,Other_sources,1-3_yr
96577,Other,Not_Say,Equally,0,0,0,0,0,0,0,1,North_Carolina,0,0,0,1,0,0,Some_College,NA,Female,$20-29,0,0,0,1,0,0,0,1,1,USA,Computer,Divorced,Dont_Know,3,?,English,Home,White,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,Yes,Not_say,No,No,0,0,0,0,1,0,Already_paying,6-12_mo
97980,College_Student,19,More,1,1,0,0,0,0,0,0,Virginia,0,0,0,1,0,0,Some_College,Never,Female,Under_$10,0,0,0,0,0,0,1,0,0,USA,Education,Single,Privacy,1,Win95,English,Primarily_home,White,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,1-3_yr
97982,Health_Care_Worker,25,Dont_Know,0,0,1,0,0,0,0,0,Illinois,0,0,0,1,0,0,Some_College,Never,Female,Not_Say,0,0,0,0,0,0,0,0,1,USA,Other,Married,Privacy,1,Win95,English,School,White,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,1,0,0,Other,Under_6_mo
97983,Other,30,More,0,1,0,0,0,0,0,0,Ohio,0,0,1,0,0,0,Some_College,Never,Male,Under_$10,0,0,0,1,0,0,0,0,0,USA,Other,Single,Dont_Know,1,?,English,Home,White,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,Yes,0,0,0,0,1,0,Already_paying,6-12_mo
91884,Looking,31,More,1,1,0,0,1,1,1,1,Illinois,0,0,0,1,0,0,College,Under_25,Male,Not_Say,1,0,0,0,0,0,0,0,0,USA,Other,Single,Privacy,1,?,English,Home,Hispanic,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Cost_too_high,Under_6_mo
89745,Self_Employed,59,Equally,0,0,0,1,0,0,0,0,Hawaii,0,0,0,1,0,0,Masters,Under_25,Male,$50-74,0,0,0,0,0,0,0,1,0,USA,Management,Married,Censorship,3,Macintosh,English,Primarily_home,White,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Poor_quality,1-3_yr
90348,College_Student,23,Dont_Know,0,0,1,0,0,0,0,0,Florida,0,0,0,1,0,0,College,Never,Female,Under_$10,0,0,0,0,0,0,1,0,0,USA,Education,Single,Censorship,2,Win95,English,Public,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,1,0,0,0,0,0,Other_sources,1-3_yr
95102,K-12_Student,15,More,0,1,0,0,1,0,0,1,Michigan,0,0,0,0,0,1,Grammar,Over_75,Female,$20-29,0,0,0,0,0,0,1,0,0,USA,Education,Single,Censorship,1,Win95,English,Primarily_home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Not_Applicable,Bisexual,No,Yes,0,0,1,0,0,0,Other_sources,4-6_yr
95850,Other,56,Less,1,0,0,0,0,0,0,0,Washington,0,0,0,1,0,0,Some_College,Never,Male,$50-74,1,0,0,0,0,0,0,0,0,USA,Management,Divorced,Navigation,1,?,English,Primarily_home,White,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Yes,Heterosexual,No,No,0,1,0,0,0,0,Already_paying,6-12_mo
93493,Retired,69,Equally,1,1,0,0,0,0,0,0,California,0,0,0,1,0,0,Some_College,Never,Female,$50-74,0,0,0,0,0,0,0,0,1,USA,Other,Married,Navigation,3,?,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,6-12_mo
91990,Programmer,27,More,1,1,0,0,1,1,0,0,Virginia,0,0,0,1,0,0,Some_College,51-75,Male,$40-49,0,0,0,0,0,0,0,0,1,USA,Computer,Married,Encryption,1,Macintosh,English,Primarily_work,White,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1,Other_sources,4-6_yr
90633,Other,27,Dont_Know,0,0,1,0,0,0,0,0,Minnesota,0,0,0,1,0,0,College,Never,Female,$50-74,0,0,0,0,0,0,1,0,0,USA,Other,Married,Navigation,4,Windows,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,0,1,Other_sources,1-3_yr
96499,Salesperson,29,More,1,1,0,1,0,1,0,0,California,0,0,0,0,0,1,College,Under_25,Female,$40-49,0,0,1,0,0,0,0,0,0,USA,Professional,Single,Privacy,1,Win95,English,Primarily_work,White,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1,Other,1-3_yr
92076,Marketing_Professional,25,Equally,0,0,1,0,0,0,0,0,Massachusetts,0,0,0,1,0,0,College,26-50,Female,$50-74,0,0,0,0,0,0,1,0,0,USA,Professional,Other,Other,4,NT,English,Primarily_work,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,No,Yes,0,0,0,0,0,1,Other_sources,1-3_yr
93005,K-12_Student,17,More,0,1,0,0,0,0,0,0,Delaware,0,0,0,1,0,0,High_School,Over_75,Male,$40-49,0,0,0,0,0,0,0,0,1,USA,Education,Single,Censorship,1,?,English,Home,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,No,Heterosexual,No,Yes,0,0,1,0,0,0,Other_sources,6-12_mo
91149,Homemaker,28,Dont_Know,0,0,1,0,0,0,0,0,Pennsylvania,1,0,0,0,0,0,Some_College,Never,Female,$30-39,0,0,0,0,0,0,1,0,0,USA,Other,Married,Taxes,1,Win95,English,Home,White,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Other,Under_6_mo
97986,Health_Care_Worker,36,More,0,1,0,0,0,0,0,0,Iowa,0,0,0,1,0,0,High_School,Never,Female,$10-19,0,0,0,0,0,0,1,0,0,USA,Other,Married,Dont_Know,1,Win95,English,Home,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,Yes,0,0,0,0,1,0,Already_paying,Under_6_mo
99609,Mircocomputer,39,Equally,0,0,1,0,0,0,0,0,Ontario,0,0,0,1,0,0,College,Under_25,Male,$50-74,0,1,0,0,0,0,0,0,0,Canada,Computer,Separated,Other,3,OS2,English,Work,White,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1,Other_sources,1-3_yr
97749,Programmer,30,Equally,0,1,0,0,0,0,0,0,Wisconsin,0,0,0,1,0,0,College,Never,Male,$50-74,0,0,0,1,0,0,0,0,1,USA,Computer,Single,Navigation,2,?,English,Primarily_home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1,Other_sources,6-12_mo
95136,Other,45,Dont_Know,0,1,0,0,0,1,0,0,Florida,0,0,0,1,0,0,College,Never,Male,$50-74,0,0,0,0,0,0,0,1,0,USA,Computer,Married,Other,4,Macintosh,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1,Other,1-3_yr
30984,Manager,32,More,0,1,0,0,0,1,0,0,United_Kingdom,0,0,0,1,0,0,Some_College,26-50,Male,$75-99,0,0,0,0,0,1,0,0,0,Europe,Management,Married,Navigation,4,Macintosh,English,Primarily_work,White,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,Not_Applicable,Heterosexual,Yes,Yes,0,0,0,0,0,1,Other_sources,4-6_yr
97761,College_Student,20,Dont_Know,0,0,1,0,0,0,0,0,Connecticut,0,0,0,1,0,0,High_School,Under_25,Female,Under_$10,1,0,0,0,0,0,0,0,0,USA,Education,Single,Navigation,1,Win95,English,Primarily_work,White,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,Yes,Heterosexual,No,No,0,0,1,1,0,0,Other_sources,1-3_yr
94450,Other,34,Dont_Know,0,0,0,1,0,0,0,0,Australia,0,0,0,1,0,0,Some_College,Over_75,Male,$50-74,0,0,0,0,0,0,0,0,1,Oceania,Professional,Other,Censorship,2,Win95,English,Primarily_home,White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other,6-12_mo
94483,College_Student,25,Dont_Know,0,0,1,0,0,0,0,0,Denmark,0,0,0,1,0,0,College,Never,Male,$10-19,0,0,0,0,0,0,1,0,0,Europe,Education,Single,Taxes,1,Win95,Danish,School,White,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Yes,Heterosexual,No,No,0,0,0,1,0,0,Other_sources,1-3_yr
94807,Health_Care_Worker,63,More,1,1,0,0,1,1,1,1,New_York,0,0,0,1,0,0,Professional,Never,Female,Not_Say,0,0,0,1,0,0,0,0,0,USA,Professional,Divorced,Privacy,4,?,English,Home,White,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,6-12_mo
91095,College_Student,18,Equally,0,1,0,0,0,0,0,0,Washington,0,0,0,1,0,0,Some_College,Never,Female,Not_Say,0,0,0,0,0,0,1,0,0,USA,Education,Single,Taxes,2,Win95,English,Primarily_home,White,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,1,0,0,Other_sources,4-6_yr
31355,Mircocomputer,35,Equally,0,0,0,0,0,1,0,0,Virginia,0,0,0,1,0,0,College,Never,Female,$75-99,0,0,0,0,0,0,0,0,1,USA,Computer,Married,Privacy,3,NT,English,Work,White,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1,Other_sources,1-3_yr
91601,Other,28,More,0,1,0,0,0,1,0,1,Washington,0,0,0,1,0,0,Special,Never,Male,$20-29,0,0,0,0,0,0,0,0,1,USA,Computer,Single,Censorship,1,Win95,English,Primarily_work,Other,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1,Other,Over_7_yr
97043,Other,22,Dont_Know,0,0,1,0,0,0,0,0,Georgia,0,0,0,1,0,0,Some_College,26-50,Male,$30-39,0,0,0,1,0,0,0,0,0,USA,Computer,Single,Censorship,2,Win95,English,Home,White,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other_sources,4-6_yr
93169,Artist/Musician,38,More,0,1,0,0,0,0,0,0,Virginia,0,0,0,1,0,0,College,26-50,Male,$50-74,0,0,0,0,1,0,0,0,0,USA,Professional,Married,Privacy,1,Macintosh,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other_sources,1-3_yr
90698,College_Student,41,Dont_Know,0,0,1,0,0,0,0,0,Pennsylvania,0,0,0,1,0,0,Some_College,Never,Male,$75-99,0,0,0,0,0,0,0,0,1,USA,Education,Married,Dont_Know,2,Win95,English,Primarily_home,White,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,6-12_mo
99813,Networking,21,More,1,1,0,1,1,1,0,1,Florida,0,0,0,1,0,0,College,Never,Male,$10-19,0,1,0,0,0,0,0,1,0,USA,Computer,Married,Taxes,1,Macintosh,English,Primarily_work,White,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,Yes,Bisexual,Yes,Yes,0,0,0,0,1,1,Other_sources,1-3_yr
96288,Other,24,Equally,0,0,0,0,0,1,0,0,Florida,0,0,0,1,0,0,College,Under_25,Female,$30-39,0,0,0,0,0,0,0,0,1,USA,Computer,Single,Encryption,4,Win95,English,Work,White,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,No,Heterosexual,Yes,Yes,0,0,0,0,0,1,Other_sources,1-3_yr
98553,Health_Care_Worker,25,Equally,0,0,1,0,0,0,0,0,New_Hampshire,0,0,0,0,0,1,College,Never,Male,$20-29,0,0,0,0,0,0,0,0,1,USA,Professional,Single,Privacy,4,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,1-3_yr
90970,Retired,62,More,1,1,0,0,0,0,0,0,Minnesota,0,0,0,1,0,0,Masters,Never,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Other,Divorced,Dont_Know,4,?,English,Home,White,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,Under_6_mo
96262,Other,28,Equally,0,1,0,1,0,1,0,0,Tennessee,0,0,0,1,0,0,Some_College,Never,Male,$50-74,1,0,0,1,0,0,0,0,1,USA,Other,Single,Censorship,1,?,English,Home,White,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,1,0,0,0,Cost_too_high,4-6_yr
99392,Counselor,28,More,1,0,0,0,0,0,0,0,Kansas,0,0,0,1,0,0,Some_College,Never,Male,$40-49,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Censorship,1,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Already_paying,1-3_yr
90314,Marketing_Professional,46,More,1,1,0,0,0,1,0,0,Texas,0,0,0,1,0,0,Some_College,Never,Female,$50-74,0,1,0,0,0,0,0,0,0,USA,Professional,Married,Navigation,1,NT,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,0,1,Other_sources,1-3_yr
94337,K-12_Student,15,Dont_Know,0,1,0,0,0,0,0,0,North_Carolina,0,0,0,1,0,0,Grammar,Under_25,Male,Not_Say,0,0,0,0,0,0,0,0,1,USA,Education,Single,Censorship,2,Win95,English,Home,White,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,No,Heterosexual,No,Yes,0,0,1,0,0,0,Other_sources,1-3_yr
96130,Other,39,More,1,1,0,1,0,1,0,1,Georgia,0,0,0,1,0,0,Masters,Under_25,Female,$30-39,0,1,0,0,0,0,0,0,0,USA,Computer,Single,Privacy,1,Win95,English,Primarily_work,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1,Other_sources,Over_7_yr
91413,Manager,32,More,0,0,0,0,0,1,0,0,New_York,0,0,0,1,0,0,Masters,Under_25,Male,Over_$100,0,0,1,0,0,0,0,0,0,USA,Management,Married,Taxes,3,Win95,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1,Already_paying,4-6_yr
98238,Programmer,26,More,0,1,0,0,0,0,0,0,New_York,0,0,0,1,0,0,College,Under_25,Male,$50-74,0,0,0,0,0,0,1,0,0,USA,Computer,Other,Censorship,1,Macintosh,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Payment_mechanism,Over_7_yr
93938,Engineer,24,Equally,0,0,0,1,0,0,0,0,Australia,0,0,0,1,0,0,College,Never,Male,$20-29,0,0,1,0,0,0,0,0,0,Oceania,Professional,Single,Navigation,1,Macintosh,English,Work,White,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Yes,Heterosexual,Yes,No,0,0,0,0,0,1,Other_sources,4-6_yr
91570,College_Student,17,More,1,1,0,1,1,0,1,1,New_York,0,0,0,1,0,0,Some_College,Under_25,Male,Under_$10,0,0,0,0,0,0,0,0,1,USA,Education,Single,Censorship,2,Win95,English,School,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No,Gay_male,Yes,Yes,0,0,0,1,0,0,Cost_too_high,4-6_yr
95263,K-12_Student,16,Dont_Know,0,1,0,0,0,0,0,0,Ontario,0,0,0,1,0,0,Grammar,26-50,Female,Not_Say,0,0,0,1,0,0,0,0,0,Canada,Education,Single,Censorship,2,Win95,English,Home,White,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,Not_Say,Not_say,No,No,0,0,1,0,0,0,Already_paying,Under_6_mo
95487,Entertainment,24,More,0,0,0,1,0,0,0,0,Illinois,0,0,0,1,0,0,High_School,Never,Male,Not_Say,0,0,0,1,0,0,0,0,0,USA,Professional,Single,Privacy,1,?,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,Under_6_mo
96856,College_Student,18,Dont_Know,0,0,1,0,0,0,0,0,Manitoba,0,0,0,1,0,0,Some_College,Not_Say,Female,Under_$10,0,0,0,1,0,0,0,0,0,Canada,Education,Single,Censorship,2,Win95,English,School,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Bisexual,No,No,0,0,0,1,0,0,Other_sources,Under_6_mo
99311,Technician,58,Dont_Know,0,0,1,0,0,0,0,0,Mississippi,0,0,0,1,0,0,Some_College,NA,Male,$30-39,0,0,0,0,0,0,0,1,0,USA,Professional,Married,Privacy,1,?,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Other,Under_6_mo
99931,Other,32,Dont_Know,0,1,0,0,0,0,0,0,North_Carolina,0,0,0,1,0,0,Some_College,Never,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Other,Single,Taxes,4,?,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,Under_6_mo
94051,Other,48,Dont_Know,0,1,0,1,1,1,0,0,British_Columbia,0,0,0,1,0,0,College,Under_25,Male,$20-29,0,0,0,0,0,0,1,0,1,Canada,Computer,Married,Censorship,4,Win95,English,Distributed,White,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,Yes,Not_say,Yes,Yes,0,0,1,0,0,0,Cost_too_high,1-3_yr
97508,Other,48,More,0,1,0,0,0,0,1,0,Georgia,0,0,0,1,0,0,Some_College,Never,Female,Under_$10,0,0,0,0,0,0,0,1,0,USA,Computer,Divorced,Privacy,1,?,English,Home,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,No,Heterosexual,No,No,0,0,0,0,1,0,Other_sources,6-12_mo
99630,Engineer,30,Equally,0,1,0,0,0,0,0,0,Alabama,0,0,0,1,0,0,Special,Never,Male,$40-49,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Privacy,2,Win95,English,Primarily_home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Other_sources,1-3_yr
