who,Years_on_Internet,Web_Ordering,Age,Not_Purchasing_Too_complicated,Not_Purchasing_Prefer_people,Not_Purchasing_Privacy,Not_Purchasing_Security,Not_Purchasing_Easier_locally
93672,6-12_mo,Yes,36,0,0,0,0,0
95305,4-6_yr,Yes,53,0,0,1,0,1
96862,1-3_yr,Yes,45,0,0,0,1,1
99880,1-3_yr,Yes,37,0,0,1,1,1
90580,1-3_yr,No,23,0,0,0,1,0
90622,1-3_yr,Yes,29,0,0,0,1,1
90642,Under_6_mo,No,21,0,0,0,1,0
90677,Under_6_mo,Yes,35,0,0,0,1,0
90771,Under_6_mo,No,67,0,0,0,0,0
90825,6-12_mo,Yes,40,0,0,0,0,1
98048,Over_7_yr,No,19,0,0,0,0,0
90924,1-3_yr,Yes,34,0,1,0,1,0
90937,6-12_mo,Yes,55,0,0,1,1,0
90942,1-3_yr,Yes,21,0,0,0,1,0
90968,1-3_yr,Yes,57,1,0,0,1,0
91025,6-12_mo,No,64,0,0,1,1,0
90480,4-6_yr,Yes,23,0,0,0,0,0
40208,4-6_yr,Yes,25,0,0,0,1,0
91346,6-12_mo,No,7,0,0,0,0,0
91802,1-3_yr,Yes,39,0,0,0,0,0
74197,1-3_yr,Yes,55,0,0,0,0,0
91406,4-6_yr,Yes,28,0,0,1,1,0
92180,Under_6_mo,No,50,0,1,0,1,0
92256,Under_6_mo,No,47,0,0,0,0,0
92286,6-12_mo,No,70,0,0,0,0,0
90539,1-3_yr,No,17,1,1,0,1,0
90988,4-6_yr,Yes,22,0,0,0,1,0
92556,1-3_yr,No,25,0,0,1,1,0
92957,1-3_yr,Yes,23,0,0,0,0,0
93083,4-6_yr,Yes,22,0,0,1,0,0
93102,6-12_mo,Yes,31,0,0,0,0,0
93194,Under_6_mo,Yes,59,0,0,1,1,0
93236,Under_6_mo,No,56,0,0,0,0,0
93611,Under_6_mo,No,5,0,0,0,0,0
93347,4-6_yr,Yes,23,0,0,0,1,0
93454,Under_6_mo,No,15,0,0,0,0,0
94782,4-6_yr,No,18,0,0,0,0,0
94904,Under_6_mo,No,50,0,0,0,0,0
95100,1-3_yr,Yes,42,0,0,0,0,0
81157,4-6_yr,Yes,26,0,0,0,0,1
92404,1-3_yr,Yes,34,0,0,0,0,0
95375,Over_7_yr,Yes,27,0,0,0,0,0
96377,6-12_mo,Yes,39,1,1,0,1,1
96382,Under_6_mo,No,27,0,0,1,1,0
96691,6-12_mo,Yes,30,0,0,0,1,0
93526,1-3_yr,Yes,33,0,0,0,0,1
96851,Under_6_mo,Yes,0,0,0,1,1,0
67361,Under_6_mo,Yes,0,0,0,0,1,0
97812,4-6_yr,Yes,21,0,0,0,0,0
98111,6-12_mo,Yes,37,0,0,0,0,0
98116,1-3_yr,Yes,24,1,0,1,0,0
98256,4-6_yr,Yes,35,0,0,0,1,0
1271,6-12_mo,No,44,0,0,0,0,0
98563,1-3_yr,Yes,16,0,0,0,0,0
98619,4-6_yr,Yes,21,1,1,1,1,1
98820,Under_6_mo,Yes,34,0,0,0,0,0
99084,6-12_mo,No,63,0,0,0,1,0
99356,1-3_yr,Yes,51,0,1,0,0,0
99467,Under_6_mo,No,30,0,0,0,0,0
99496,Under_6_mo,Yes,36,0,0,0,1,0
99519,4-6_yr,Yes,24,0,0,0,0,0
99604,1-3_yr,No,32,1,0,1,1,0
99908,6-12_mo,No,79,0,0,0,1,0
96737,4-6_yr,Yes,53,0,0,0,0,1
99885,Under_6_mo,No,16,0,1,1,1,0
99921,Under_6_mo,No,41,0,0,0,0,1
94469,1-3_yr,Yes,39,0,0,1,1,0
98125,Under_6_mo,No,6,0,0,1,1,0
93743,1-3_yr,Yes,36,0,0,0,1,0
99580,6-12_mo,Yes,52,1,0,1,0,0
95383,6-12_mo,Yes,5,0,0,1,1,0
65738,1-3_yr,Yes,27,0,0,0,1,0
96116,4-6_yr,Yes,37,0,0,1,1,1
95389,1-3_yr,No,17,0,1,1,1,1
74183,1-3_yr,Yes,36,0,0,0,0,1
96271,1-3_yr,Yes,24,0,0,0,0,1
93020,1-3_yr,Yes,27,0,0,0,0,0
93638,1-3_yr,Yes,22,0,0,0,1,0
94958,1-3_yr,Yes,30,0,1,1,1,1
93396,1-3_yr,Yes,37,0,0,0,1,0
95320,1-3_yr,Yes,52,0,0,0,0,0
95397,1-3_yr,Yes,19,0,0,0,1,1
95398,Under_6_mo,No,23,0,0,0,0,1
91895,1-3_yr,No,19,0,0,0,0,0
94274,1-3_yr,Yes,48,0,0,1,1,0
99786,1-3_yr,Yes,40,0,0,0,0,1
91792,6-12_mo,Yes,27,0,0,0,1,1
91460,1-3_yr,Yes,29,0,0,0,0,1
92370,Under_6_mo,No,18,0,0,0,0,0
93066,1-3_yr,No,18,0,0,1,1,0
93087,6-12_mo,No,18,0,0,0,0,0
98126,1-3_yr,Yes,16,0,0,0,0,0
98092,4-6_yr,Yes,31,0,1,1,1,0
98827,Under_6_mo,Yes,66,0,0,1,1,0
98975,Under_6_mo,No,0,0,0,0,1,0
96566,4-6_yr,Yes,33,0,0,0,1,0
94018,1-3_yr,No,34,0,0,0,0,0
92451,6-12_mo,Yes,43,0,0,1,0,0
95404,1-3_yr,Yes,40,0,0,0,0,0
98211,4-6_yr,No,58,0,0,0,1,0
99253,Over_7_yr,Yes,0,0,0,0,0,0
91921,1-3_yr,No,33,0,0,0,0,0
92787,4-6_yr,Yes,28,0,1,0,0,1
96867,Under_6_mo,No,38,0,0,1,1,1
98162,Under_6_mo,Yes,18,0,0,0,0,1
98828,6-12_mo,Yes,38,0,0,0,0,1
95406,4-6_yr,Yes,54,0,0,0,0,0
95786,4-6_yr,Yes,34,1,0,1,1,0
99032,Over_7_yr,Yes,41,0,0,0,0,1
95993,1-3_yr,Yes,43,0,0,0,1,0
90442,1-3_yr,No,22,0,0,1,1,0
96781,6-12_mo,No,33,0,0,1,0,0
91808,Under_6_mo,No,35,0,0,1,1,1
95266,1-3_yr,Yes,55,0,1,1,1,1
77882,1-3_yr,No,27,0,0,0,1,1
97006,Over_7_yr,Yes,35,0,0,1,1,0
94443,Under_6_mo,No,0,0,1,1,1,1
95531,Under_6_mo,Yes,48,0,0,0,0,0
91089,4-6_yr,No,0,0,0,0,0,0
99678,Over_7_yr,Yes,28,0,0,0,0,0
97657,Over_7_yr,No,60,0,0,0,1,0
98831,1-3_yr,Yes,51,0,0,0,0,0
505,Over_7_yr,Yes,23,0,0,1,0,0
95482,1-3_yr,No,36,0,0,0,1,0
96574,1-3_yr,Yes,43,0,0,0,1,0
99363,Under_6_mo,Yes,21,0,0,0,0,1
95269,4-6_yr,Yes,46,0,0,0,0,0
90820,1-3_yr,Yes,38,0,0,0,0,1
92805,6-12_mo,Yes,41,0,0,1,1,0
94054,1-3_yr,Yes,43,0,0,0,0,1
91448,Under_6_mo,Yes,49,0,0,0,0,0
95054,4-6_yr,Yes,49,0,0,0,1,0
96709,1-3_yr,Yes,27,0,0,1,1,0
91169,4-6_yr,Yes,24,0,0,0,0,0
94039,Under_6_mo,No,40,0,1,0,0,0
96575,1-3_yr,Yes,46,0,0,1,1,1
91897,1-3_yr,Yes,35,0,1,0,0,1
95408,6-12_mo,Yes,50,0,0,0,0,1
93088,1-3_yr,Yes,16,0,0,0,0,0
96901,1-3_yr,No,40,0,0,1,1,0
97031,1-3_yr,Yes,38,0,0,0,0,0
96627,Under_6_mo,No,16,1,0,0,1,1
99831,Over_7_yr,Yes,47,0,0,0,0,0
96109,4-6_yr,Yes,38,0,1,0,0,0
99265,Under_6_mo,Yes,71,0,0,0,0,0
93035,1-3_yr,Yes,36,0,0,0,0,0
94760,4-6_yr,Yes,25,0,0,1,1,0
93925,Under_6_mo,No,58,0,0,0,0,0
95616,6-12_mo,Yes,52,0,0,0,0,0
96581,1-3_yr,Yes,45,0,0,0,0,0
91899,4-6_yr,Yes,31,0,0,0,0,1
96704,6-12_mo,No,25,0,0,0,0,0
90486,Under_6_mo,Yes,63,0,1,0,0,0
95911,1-3_yr,Yes,28,0,1,0,0,0
97106,4-6_yr,Yes,39,0,0,0,0,0
93869,1-3_yr,No,21,0,0,1,1,1
91901,4-6_yr,No,22,0,0,0,0,0
96586,1-3_yr,No,23,0,0,0,1,0
96788,1-3_yr,Yes,45,0,0,1,1,0
99663,6-12_mo,Yes,58,0,0,1,1,0
90694,4-6_yr,Yes,27,0,0,1,0,0
94923,Over_7_yr,Yes,32,0,0,0,0,0
44886,4-6_yr,No,34,0,0,0,1,1
97374,6-12_mo,No,75,0,0,0,1,0
94748,1-3_yr,No,31,0,0,1,1,0
93715,1-3_yr,Yes,48,0,0,0,0,1
95250,6-12_mo,Yes,31,0,0,1,1,0
91905,1-3_yr,Yes,27,0,1,0,0,0
92152,Under_6_mo,No,17,0,0,0,0,0
97199,1-3_yr,Yes,45,0,0,0,0,0
93878,Over_7_yr,Yes,29,0,0,1,1,1
93431,Under_6_mo,No,59,0,0,0,1,0
91528,Over_7_yr,Yes,38,0,0,0,0,1
92437,1-3_yr,Yes,37,0,0,0,1,1
96468,1-3_yr,Yes,44,0,0,1,1,0
91196,1-3_yr,Yes,48,0,0,0,0,1
91214,1-3_yr,Yes,24,1,0,0,1,0
92160,1-3_yr,No,20,0,0,0,0,0
92093,4-6_yr,Yes,21,0,0,1,1,0
95330,1-3_yr,Yes,43,0,0,0,1,0
95412,Under_6_mo,Yes,0,0,0,0,1,0
96191,1-3_yr,Yes,54,0,0,0,0,0
94891,1-3_yr,Yes,48,0,1,0,0,0
93939,1-3_yr,Yes,29,0,0,0,0,0
95701,6-12_mo,Yes,33,0,0,1,1,0
97930,1-3_yr,Yes,30,0,0,0,0,1
91902,1-3_yr,Yes,34,0,0,0,0,0
91908,6-12_mo,Yes,28,0,0,0,1,0
99485,Over_7_yr,Yes,34,0,0,0,0,0
96176,6-12_mo,Yes,74,0,1,0,0,1
97320,4-6_yr,Yes,41,0,0,0,0,1
97561,1-3_yr,Yes,44,0,0,0,0,0
99535,1-3_yr,Yes,35,0,0,0,0,0
99862,4-6_yr,Yes,25,0,0,1,1,0
92345,1-3_yr,No,23,0,0,0,0,0
96293,1-3_yr,Yes,23,1,0,1,1,1
91909,Under_6_mo,Yes,18,0,0,0,0,1
94061,6-12_mo,Yes,33,0,0,0,1,0
95234,Under_6_mo,Yes,43,0,0,0,0,1
92346,1-3_yr,Yes,24,0,0,0,0,0
92840,Under_6_mo,No,26,0,0,1,1,0
97279,1-3_yr,Yes,32,0,0,1,0,0
91400,4-6_yr,No,39,0,0,0,1,0
92662,1-3_yr,Dont_know,28,0,0,0,1,0
92874,4-6_yr,Yes,25,0,0,1,1,1
94813,1-3_yr,No,50,0,0,0,0,0
95989,1-3_yr,Yes,62,0,0,0,0,0
98906,Under_6_mo,Yes,0,0,1,1,1,1
93940,6-12_mo,Yes,19,0,0,0,0,0
10070,6-12_mo,Yes,49,0,0,1,1,0
97107,6-12_mo,Yes,68,0,0,1,0,0
97972,1-3_yr,Yes,33,0,0,0,0,1
96247,Over_7_yr,No,38,0,0,0,1,0
91694,6-12_mo,No,18,1,1,1,1,1
96917,1-3_yr,Yes,52,0,0,0,0,0
98549,1-3_yr,No,34,0,0,0,0,1
96640,6-12_mo,Yes,31,0,0,1,1,0
97654,6-12_mo,Yes,24,0,0,0,1,0
93646,Over_7_yr,Yes,34,0,0,1,0,0
97360,Under_6_mo,Yes,49,1,0,0,1,0
96758,4-6_yr,Yes,21,0,0,1,1,1
94247,Under_6_mo,No,51,0,0,0,0,0
96645,4-6_yr,Yes,29,0,0,1,0,0
93069,1-3_yr,Yes,27,0,0,0,1,0
96648,4-6_yr,Yes,25,0,0,0,0,1
96649,1-3_yr,Yes,53,0,0,0,0,0
96110,4-6_yr,Yes,36,0,0,0,0,0
68943,Over_7_yr,Yes,41,0,0,0,0,1
96656,Under_6_mo,Yes,5,0,0,1,1,0
97449,1-3_yr,No,33,0,0,1,0,1
93682,1-3_yr,Yes,31,0,0,0,0,0
81752,1-3_yr,Yes,41,0,0,0,0,0
96868,1-3_yr,Yes,36,0,0,0,0,0
90365,1-3_yr,Yes,25,0,0,1,1,1
97109,1-3_yr,Yes,39,0,0,0,1,0
99710,1-3_yr,No,0,0,0,0,1,0
96659,6-12_mo,Yes,28,0,0,0,1,0
95505,4-6_yr,Yes,37,0,1,0,0,0
96412,1-3_yr,Yes,31,0,0,0,1,0
83688,1-3_yr,Yes,47,0,0,0,1,0
96610,6-12_mo,Yes,47,0,0,0,0,0
95231,1-3_yr,No,36,0,0,1,1,0
96663,6-12_mo,Yes,30,0,0,1,1,0
97411,Under_6_mo,No,34,0,0,0,1,0
65467,1-3_yr,Yes,34,0,0,1,1,0
92941,Under_6_mo,No,41,0,0,0,0,0
96679,6-12_mo,No,37,0,0,1,1,0
85821,1-3_yr,Yes,53,0,0,1,0,1
98687,1-3_yr,Yes,19,0,1,0,1,1
91922,6-12_mo,Yes,55,0,0,0,0,0
43210,Under_6_mo,Dont_know,27,0,0,0,0,0
96676,Under_6_mo,No,43,0,0,1,1,1
91523,1-3_yr,No,16,0,0,0,0,1
91635,1-3_yr,Yes,45,0,0,0,0,0
97709,Under_6_mo,No,45,0,0,0,1,0
97631,Under_6_mo,No,0,0,0,1,1,0
93651,4-6_yr,Yes,46,0,0,0,0,0
93215,4-6_yr,Yes,22,0,0,0,0,0
91402,6-12_mo,Yes,35,0,0,0,1,0
98222,Under_6_mo,No,18,0,0,0,1,0
91237,6-12_mo,Yes,14,0,0,1,0,0
92426,1-3_yr,No,56,0,0,1,1,0
92500,Over_7_yr,Yes,55,0,0,0,0,0
96904,1-3_yr,Yes,44,0,0,0,0,0
91256,Under_6_mo,Yes,24,0,1,1,1,1
94226,1-3_yr,Yes,29,0,0,0,0,0
94941,Under_6_mo,Yes,68,0,0,0,0,0
97280,Under_6_mo,No,50,0,1,0,1,1
95683,6-12_mo,No,53,0,1,0,1,0
94873,1-3_yr,Yes,72,0,1,0,0,1
94874,1-3_yr,No,46,0,0,1,1,1
94044,4-6_yr,Yes,31,0,0,0,0,0
95975,1-3_yr,Yes,37,0,0,0,0,0
93943,Under_6_mo,No,0,0,0,0,0,0
94838,1-3_yr,Yes,24,0,1,1,1,0
96688,1-3_yr,No,17,0,0,0,0,0
85814,Over_7_yr,Yes,32,0,0,0,1,1
92264,1-3_yr,Yes,21,0,0,0,0,0
94475,1-3_yr,Yes,68,0,0,0,0,0
80406,Over_7_yr,Yes,34,0,0,0,0,0
96690,Over_7_yr,No,28,0,0,0,1,0
92837,4-6_yr,No,29,0,0,0,1,1
92718,1-3_yr,Yes,59,0,0,0,0,1
93135,Under_6_mo,Yes,69,0,0,0,0,0
91863,Under_6_mo,Yes,43,0,0,0,0,0
99433,Under_6_mo,Yes,44,0,0,0,0,0
93937,1-3_yr,Yes,21,0,0,0,1,0
98167,4-6_yr,Yes,29,0,0,0,1,0
91970,6-12_mo,No,26,0,0,1,1,0
98537,Under_6_mo,No,50,0,1,0,0,0
99907,6-12_mo,Yes,33,0,0,0,0,0
92990,Under_6_mo,No,16,0,0,0,0,0
94010,Over_7_yr,Yes,50,0,0,0,0,0
94011,Under_6_mo,Yes,54,1,1,0,1,0
96780,1-3_yr,Yes,27,0,0,1,0,0
90880,Under_6_mo,No,19,0,0,1,0,0
99594,Under_6_mo,No,42,0,0,1,1,0
92211,Under_6_mo,No,0,0,0,0,1,0
93880,Over_7_yr,Yes,54,0,0,0,1,0
98026,6-12_mo,No,32,0,0,0,1,0
96539,1-3_yr,Yes,22,0,0,1,0,1
93879,Under_6_mo,No,26,0,0,0,0,0
98780,4-6_yr,Yes,19,0,0,1,1,0
93255,6-12_mo,No,18,0,0,0,0,0
36147,Under_6_mo,No,41,0,0,0,1,0
94690,4-6_yr,Yes,15,0,0,0,0,1
99593,1-3_yr,Yes,26,0,0,0,0,1
92651,Under_6_mo,No,32,0,0,0,0,0
92306,4-6_yr,Yes,17,0,0,0,0,0
44674,Under_6_mo,Yes,52,0,0,1,1,0
96061,6-12_mo,No,42,0,1,1,1,1
94935,Under_6_mo,Yes,27,0,0,0,0,0
95997,Under_6_mo,Yes,31,0,0,1,1,0
98682,1-3_yr,Yes,44,0,0,0,1,0
99792,1-3_yr,Yes,19,0,0,0,1,0
91104,4-6_yr,Yes,22,0,0,1,1,0
95973,Over_7_yr,Yes,27,0,0,0,0,0
98730,Over_7_yr,No,28,0,0,1,1,0
46428,1-3_yr,No,42,0,0,0,1,0
91146,1-3_yr,No,16,0,1,0,1,0
87752,Over_7_yr,Yes,31,0,0,0,0,1
94794,1-3_yr,Yes,35,0,0,0,0,1
91832,4-6_yr,Yes,20,0,0,1,1,0
96538,1-3_yr,No,21,0,0,1,1,0
94582,1-3_yr,Yes,22,0,0,1,1,0
95011,1-3_yr,Yes,21,0,1,1,0,1
95465,6-12_mo,No,44,0,0,0,1,0
95601,Over_7_yr,Yes,42,0,0,0,0,0
97710,4-6_yr,Yes,40,1,0,0,1,1
99576,1-3_yr,No,20,1,1,1,1,1
98840,Under_6_mo,No,70,0,0,1,1,0
99891,4-6_yr,Yes,14,0,0,0,0,1
91398,1-3_yr,No,16,0,0,0,0,0
97239,1-3_yr,Yes,47,0,0,0,0,0
96500,1-3_yr,Yes,19,0,0,1,1,0
96697,6-12_mo,Yes,30,0,0,0,0,0
98795,1-3_yr,Yes,35,0,0,0,0,0
99599,1-3_yr,Yes,45,0,0,0,0,0
92004,1-3_yr,Yes,29,1,0,0,0,1
94557,6-12_mo,Yes,33,0,0,0,0,0
96714,1-3_yr,Yes,37,0,0,0,1,0
97815,Over_7_yr,Yes,33,0,0,0,0,0
20839,4-6_yr,Yes,39,0,0,0,0,0
91954,Over_7_yr,Yes,31,1,1,1,1,1
91566,4-6_yr,Yes,22,0,0,0,0,0
80552,4-6_yr,Yes,37,0,0,0,0,0
94316,6-12_mo,Yes,28,0,0,1,1,0
96607,4-6_yr,Yes,19,0,0,0,0,0
96723,1-3_yr,No,26,0,0,1,1,0
96693,Under_6_mo,No,36,0,0,1,1,0
92095,6-12_mo,Yes,48,0,0,0,0,0
85119,4-6_yr,Yes,22,0,0,0,0,1
95021,1-3_yr,No,22,0,1,0,1,1
94725,Under_6_mo,No,31,0,0,0,0,0
95027,1-3_yr,No,24,0,1,1,1,0
96696,1-3_yr,Yes,0,0,0,1,0,0
96695,6-12_mo,Yes,21,0,0,0,0,1
99303,Under_6_mo,No,26,0,0,0,0,0
92570,4-6_yr,Yes,22,0,0,0,0,0
94853,1-3_yr,Yes,65,0,0,1,0,0
89703,Over_7_yr,Yes,53,0,0,0,0,0
94281,6-12_mo,Yes,43,0,0,0,0,1
97375,4-6_yr,Yes,25,0,0,0,1,0
99971,Over_7_yr,Yes,53,0,0,0,0,0
94565,Over_7_yr,Yes,45,0,0,0,0,0
46541,Over_7_yr,Yes,41,0,0,0,0,1
96609,4-6_yr,No,24,0,0,1,1,1
92354,1-3_yr,Yes,52,0,0,0,0,0
93825,1-3_yr,Yes,43,0,0,1,0,0
95037,1-3_yr,Yes,46,0,0,0,0,0
93452,6-12_mo,No,26,0,0,0,0,0
94532,1-3_yr,Yes,25,0,1,1,1,1
99623,6-12_mo,Yes,61,0,0,0,1,0
99713,Under_6_mo,Yes,47,0,0,0,0,0
99709,Under_6_mo,No,55,0,0,0,0,0
97316,4-6_yr,Yes,35,0,0,0,0,0
99675,6-12_mo,Yes,78,1,0,0,0,1
96716,6-12_mo,Yes,60,0,0,1,1,1
96721,Under_6_mo,No,31,0,0,0,1,1
92162,4-6_yr,Yes,39,0,0,0,0,1
95381,1-3_yr,Yes,49,0,0,0,0,0
96396,1-3_yr,Yes,49,0,0,0,0,0
97319,4-6_yr,Yes,22,1,0,0,0,0
96712,6-12_mo,Yes,41,0,0,0,1,0
96713,Over_7_yr,Yes,42,0,0,0,1,0
91562,Over_7_yr,Yes,31,0,0,1,1,1
97317,6-12_mo,Yes,55,1,0,1,0,0
94248,1-3_yr,Yes,24,1,0,0,0,1
97318,1-3_yr,Yes,21,0,0,0,1,1
91880,1-3_yr,Yes,27,0,0,0,1,0
91913,4-6_yr,Yes,29,0,0,1,1,0
96717,4-6_yr,Yes,41,0,0,1,0,0
96719,6-12_mo,Yes,45,0,0,0,0,0
99288,4-6_yr,No,74,1,0,1,1,1
92705,1-3_yr,No,20,0,1,1,1,0
98121,1-3_yr,Yes,19,0,1,0,1,1
91761,1-3_yr,Yes,48,0,1,0,0,0
92129,1-3_yr,Yes,19,0,0,0,0,0
95271,Under_6_mo,Yes,33,0,0,1,1,0
50425,1-3_yr,No,19,0,0,1,1,0
96570,6-12_mo,Yes,42,0,0,0,1,1
91762,1-3_yr,No,62,0,0,1,1,1
95043,1-3_yr,Yes,47,0,0,1,1,0
95046,Over_7_yr,No,0,1,0,1,1,0
96612,1-3_yr,No,29,0,0,0,0,0
96613,4-6_yr,Yes,22,1,0,0,1,0
99653,1-3_yr,Yes,36,0,0,1,0,0
91906,1-3_yr,No,49,0,0,1,1,0
96951,6-12_mo,No,0,0,0,0,0,1
95814,6-12_mo,Yes,35,0,0,0,0,0
96733,6-12_mo,No,50,0,0,0,1,0
91765,1-3_yr,Yes,30,0,0,0,0,0
94877,6-12_mo,No,27,0,0,0,0,1
95050,1-3_yr,Yes,29,0,0,0,0,0
97023,1-3_yr,Yes,43,0,0,0,0,0
94879,4-6_yr,Yes,23,0,0,0,0,0
96258,1-3_yr,Yes,40,0,1,0,0,1
99641,6-12_mo,Yes,59,0,0,0,0,0
91914,4-6_yr,Yes,20,0,0,0,1,0
95047,Over_7_yr,Yes,38,1,0,0,0,0
97024,6-12_mo,No,50,0,0,0,1,0
98175,6-12_mo,No,45,0,1,1,0,0
99644,1-3_yr,No,19,1,0,0,0,0
99645,1-3_yr,No,53,0,0,0,1,0
98268,4-6_yr,Yes,65,0,0,0,0,0
97580,4-6_yr,Yes,28,1,0,0,0,0
99230,1-3_yr,Yes,17,0,0,0,0,0
92993,4-6_yr,Yes,25,0,0,0,1,0
95275,1-3_yr,Yes,19,0,0,0,0,0
92928,4-6_yr,Yes,0,0,0,0,0,0
96493,4-6_yr,Yes,36,0,1,1,1,1
98829,Under_6_mo,Yes,21,0,0,1,1,0
97582,1-3_yr,Yes,33,0,0,0,0,0
95470,4-6_yr,Yes,45,0,0,0,0,1
93706,1-3_yr,Yes,52,0,0,0,0,0
95057,Under_6_mo,No,74,0,1,0,0,0
95459,4-6_yr,No,0,0,0,0,1,0
95471,4-6_yr,Yes,23,0,0,0,0,1
96069,6-12_mo,Yes,29,0,0,1,1,0
97323,Over_7_yr,Yes,33,0,0,0,0,0
90787,1-3_yr,No,53,0,0,1,1,0
94639,Over_7_yr,Yes,39,0,0,0,0,0
99602,Under_6_mo,No,45,0,0,1,1,0
95472,4-6_yr,Yes,29,0,0,0,1,0
90571,Over_7_yr,Yes,47,0,0,0,0,0
96166,6-12_mo,Yes,21,0,0,0,0,0
97612,6-12_mo,Yes,53,0,0,0,1,0
94153,1-3_yr,Yes,45,0,0,0,0,0
97088,Under_6_mo,No,20,1,1,1,1,0
96616,4-6_yr,Yes,37,0,0,0,1,0
92399,Over_7_yr,Yes,50,0,0,1,1,0
93101,Under_6_mo,Yes,30,0,0,0,0,0
93316,1-3_yr,No,69,0,0,0,1,0
33434,4-6_yr,Yes,35,0,0,0,0,0
90784,6-12_mo,Yes,55,0,0,0,0,0
95991,1-3_yr,Yes,45,0,0,0,0,0
93914,Under_6_mo,No,0,0,1,0,1,0
95915,Under_6_mo,Yes,43,0,0,1,1,0
93674,1-3_yr,Yes,22,0,0,1,1,0
97367,1-3_yr,Yes,54,0,0,1,1,0
43042,1-3_yr,Yes,44,0,0,1,0,0
96702,6-12_mo,Yes,31,0,0,1,1,0
97332,1-3_yr,Yes,49,0,0,0,1,0
91127,1-3_yr,Yes,30,0,0,0,0,0
92008,1-3_yr,Yes,50,0,0,0,1,0
96199,1-3_yr,Yes,27,0,1,1,1,0
97871,1-3_yr,No,28,0,0,0,0,0
95820,1-3_yr,Yes,19,0,0,1,1,0
87614,1-3_yr,Yes,53,1,0,0,0,0
93805,Under_6_mo,Yes,50,0,0,0,0,0
97253,1-3_yr,No,47,0,0,1,1,0
95410,6-12_mo,Yes,40,0,0,1,1,0
93481,1-3_yr,No,42,0,1,0,1,0
98887,Under_6_mo,No,28,0,0,0,1,1
98346,6-12_mo,Yes,60,0,0,0,1,0
97594,1-3_yr,Yes,52,0,0,1,1,0
97698,Over_7_yr,Yes,58,0,0,0,0,1
92077,Over_7_yr,Yes,31,0,0,1,1,0
97741,1-3_yr,Yes,31,0,0,0,0,0
99583,Under_6_mo,Yes,46,0,0,0,0,0
97329,6-12_mo,Yes,38,0,0,0,1,0
96527,6-12_mo,Yes,30,0,0,0,0,0
92401,1-3_yr,No,16,0,0,0,0,0
94312,6-12_mo,Yes,50,0,0,0,0,0
95474,1-3_yr,No,38,0,0,0,1,0
98147,Under_6_mo,No,60,1,1,1,1,1
91319,6-12_mo,Yes,52,0,0,0,0,0
92058,4-6_yr,Yes,44,0,0,0,0,0
99832,1-3_yr,Yes,39,0,0,0,0,0
91594,4-6_yr,Yes,24,0,0,1,1,0
97699,4-6_yr,Yes,23,0,0,1,0,0
93289,Over_7_yr,Yes,26,0,0,0,0,0
90598,1-3_yr,Yes,34,0,0,0,0,0
93246,Under_6_mo,No,50,0,0,0,1,0
90450,6-12_mo,No,51,0,0,0,0,0
94033,6-12_mo,No,20,0,0,0,0,0
99271,Under_6_mo,No,27,0,0,1,1,0
94791,Under_6_mo,Yes,64,0,0,1,1,1
94146,Under_6_mo,No,44,0,0,0,1,0
93919,6-12_mo,No,0,0,0,1,1,1
96816,1-3_yr,Yes,26,0,0,0,0,0
93883,1-3_yr,No,29,0,0,0,0,0
91826,Under_6_mo,No,41,0,0,1,0,0
97767,Under_6_mo,Yes,56,0,0,0,0,0
92139,Under_6_mo,No,18,0,0,1,0,0
97578,4-6_yr,Yes,32,0,0,1,1,0
99035,6-12_mo,Yes,59,0,0,0,1,1
92584,6-12_mo,Yes,47,0,1,1,1,1
99489,6-12_mo,Yes,34,0,0,0,0,1
80765,6-12_mo,No,15,0,0,0,1,0
91864,Over_7_yr,Yes,29,0,0,0,0,0
96744,1-3_yr,Yes,19,0,0,0,1,0
92600,1-3_yr,Yes,26,0,0,1,1,0
99188,1-3_yr,Yes,25,0,0,0,0,0
93733,Under_6_mo,No,75,0,0,0,1,0
96700,1-3_yr,Yes,40,0,0,0,1,0
99669,1-3_yr,Yes,31,0,0,0,0,1
99670,1-3_yr,Yes,25,0,1,1,0,1
96620,Under_6_mo,No,42,0,0,1,1,0
70960,Over_7_yr,Yes,31,0,0,0,0,0
91501,4-6_yr,Yes,25,0,0,0,0,0
99101,1-3_yr,Yes,30,0,1,1,1,0
95538,Under_6_mo,No,45,0,0,1,1,0
97105,4-6_yr,Yes,23,0,0,1,1,0
99552,Under_6_mo,Yes,29,0,0,1,1,0
89694,1-3_yr,Yes,20,0,0,1,1,0
99681,4-6_yr,Yes,31,0,0,0,0,0
95117,6-12_mo,Yes,27,0,0,1,0,0
17296,1-3_yr,Yes,29,0,0,0,0,0
99249,6-12_mo,No,65,0,0,0,1,1
99473,1-3_yr,Yes,46,0,0,1,1,0
93299,4-6_yr,Yes,29,0,0,0,0,0
95134,6-12_mo,Yes,33,0,1,1,1,1
95964,1-3_yr,No,19,0,0,0,1,1
97836,Under_6_mo,No,35,0,0,0,1,0
99901,1-3_yr,No,22,0,0,0,0,0
91272,Over_7_yr,Yes,35,0,0,1,0,0
93699,4-6_yr,No,49,0,1,0,1,0
91457,Over_7_yr,No,0,0,0,0,0,0
91458,1-3_yr,No,54,0,0,1,1,0
99688,1-3_yr,No,46,0,0,0,1,0
